"Source_file","Name","Date","season","pass","Time","site","transect","depth","Transect_ID","Battery_V","Battery_A","Battery_W","Battery_mAh_used","Battery_Wh_used","Latitude","Longitude","Altitude","ROV_depth_m","Area_m2","Distance","MDS1","MDS2","pebble","boulder","kelp_sieve","silt","green_algae_ulva","red_algae_branching","red_algae_cca","sand_fine_shell","kelp_sugar","red_algae_flat_leaf","unknown_area","red_algae_filamentous","cobble","brown_algae_filamentous","red_algae_bushy","brown_algae_sargassum","shell_hash","mobile_species","kelp_five_rib","anthropogenic","brown_algae_encrusting","kelp_stipe","kelp_holdfast","kelp_bryozoan","wood_debris","sessile_invertebrates","kelp_bull_blade","brown_algae_fucus","green_algae_filamentous","red_algae_encrusting"
"CNL_S24","2024_10_08_10-09-11.jpg",2024-10-08,"summer","out",10:09:11,"Centennial_Park",1,"deep","CNL_S24_T1",13.6350303,1.449575758,19.76488352,42,0.583333333,47.6191216,-122.3624546,0.668606019,-9.75,0.979580835,0.084494363,-1.24344036803046,0.59301520637249,0.84,0,0,0.02,0.02,0,0,0.08,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-09-20.jpg",2024-10-08,"summer","out",10:09:20,"Centennial_Park",1,"deep","CNL_S24_T1",13.61406748,2.110552147,28.7332465,47,0.638888889,47.6191394,-122.362452,0.64263802,-9.739999771,0.905041326,0.145794022,-1.0700377083196,-0.0190862451882286,0.48,0,0,0.04,0.1,0.02,0,0.04,0.26,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-09-29.jpg",2024-10-08,"summer","out",10:09:29,"Centennial_Park",1,"deep","CNL_S24_T1",13.5998773,2.663190184,36.21743926,52,0.722222222,47.6191485,-122.3624505,0.682147237,-9.699999809,1.020055425,0.092716048,-0.896237337934831,-1.06348195168517,0.14,0,0,0,0.3,0,0,0,0.5,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-09-38.jpg",2024-10-08,"summer","out",10:09:38,"Centennial_Park",1,"deep","CNL_S24_T1",13.6174878,4.292317073,58.39195793,58,0.805555556,47.6191634,-122.3624644,0.443780482,-9.859999657,0.431594899,0.139740624,-0.935904637070412,-1.3345631511337,0.04,0,0,0.02,0.08,0,0,0,0.8,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-09-47.jpg",2024-10-08,"summer","out",10:09:47,"Centennial_Park",1,"deep","CNL_S24_T1",13.63254217,1.723253012,23.49256277,67,0.916666667,47.619157,-122.3624755,0.236445777,-9.949999809,0.123087746,0.058965761,-1.33579211996282,-0.352889066545366,0.32,0,0,0,0.06,0,0,0,0.48,0,0,0,0.04,0,0.02,0.04,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-09-56.jpg",2024-10-08,"summer","out",10:09:56,"Centennial_Park",1,"deep","CNL_S24_T1",13.5864,2.797090909,37.99480582,76,1.027777778,47.6191452,-122.3624882,0.423030291,-9.880000114,0.392394909,0.031492249,-0.841982209793423,-0.0117416558576919,0.52,0,0,0.08,0.12,0.06,0,0,0.12,0.04,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-10-05.jpg",2024-10-08,"summer","out",10:10:05,"Centennial_Park",1,"deep","CNL_S24_T1",13.62435583,1.744785276,23.77117337,81,1.111111111,47.6191446,-122.3625044,0.622576689,-9.769999504,0.849479572,0.071216044,-0.942289733814148,0.27956373251118,0.58,0,0,0.08,0.02,0.04,0,0.02,0.12,0.02,0,0,0.08,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0
"CNL_S24","2024_10_08_10-10-14.jpg",2024-10-08,"summer","out",10:10:14,"Centennial_Park",1,"deep","CNL_S24_T1",13.64314371,1.338323353,18.25903545,88,1.194444444,47.6191506,-122.3625165,0.3520958,-9.979999542,0.27175718,0.08796783,-0.654088443186944,0.283912112736351,0.5,0.04,0,0.08,0.04,0.02,0,0.02,0,0.02,0,0.06,0.16,0,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-10-23.jpg",2024-10-08,"summer","out",10:10:23,"Centennial_Park",1,"deep","CNL_S24_T1",13.64129814,1.499937888,20.45861919,91,1.25,47.6191508,-122.3625278,0.410807447,-9.869999886,0.369849752,0.037861309,-0.714486461400101,0.320304160153294,0.56,0.02,0,0.14,0,0.08,0,0,0,0.04,0,0,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0
"CNL_S24","2024_10_08_10-10-32.jpg",2024-10-08,"summer","out",10:10:32,"Centennial_Park",1,"deep","CNL_S24_T1",13.62479755,1.662208589,22.64665669,95,1.305555556,47.6191507,-122.3625311,0.574233118,-9.63999939,0.723014618,0.054481205,-0.933514952833146,0.259282669620427,0.64,0,0,0.06,0.1,0.02,0,0.02,0,0.04,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-10-41.jpg",2024-10-08,"summer","out",10:10:41,"Centennial_Park",1,"deep","CNL_S24_T1",13.62765432,1.566296296,21.34392074,99,1.361111111,47.6191468,-122.3625431,0.666111072,-9.609999657,0.97230972,0.124221383,-1.04990414384908,0.326857298983433,0.66,0,0,0.18,0.06,0.02,0,0,0,0,0,0.02,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-10-50.jpg",2024-10-08,"summer","out",10:10:50,"Centennial_Park",1,"deep","CNL_S24_T1",13.61693939,1.876121212,25.54699291,103,1.416666667,47.619148,-122.3625444,0.881454529,-9.449999809,1.702785227,0.078511438,-0.949821091172512,-0.00903297551214878,0.48,0,0,0.16,0.12,0.02,0,0,0.12,0.04,0,0,0.04,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-10-59.jpg",2024-10-08,"summer","out",10:10:59,"Centennial_Park",1,"deep","CNL_S24_T1",13.54986667,5.833575758,79.04347224,112,1.527777778,47.6191496,-122.3625297,0.608363634,-9.659999847,0.811113839,0.146263615,-1.1736958019389,0.199154586775561,0.6,0,0,0.18,0.1,0,0,0,0,0,0,0,0.08,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-11-08.jpg",2024-10-08,"summer","out",10:11:08,"Centennial_Park",1,"deep","CNL_S24_T1",13.64401212,1.495575758,20.40548279,118,1.611111111,47.6191591,-122.3625139,0.743454552,-9.420000076,1.2112206,0.041642394,-1.10254478584647,0.19982586875934,0.54,0,0,0.26,0.04,0,0,0,0.08,0.04,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-11-17.jpg",2024-10-08,"summer","out",10:11:17,"Centennial_Park",1,"deep","CNL_S24_T1",13.64789024,1.385243902,18.9052911,121,1.638888889,47.6191629,-122.3625059,0.670853634,-9.529999733,0.986275444,0.039639784,-0.7033380094375,0.153325145605998,0.54,0,0,0.1,0.1,0.1,0,0,0,0,0,0.04,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-11-26.jpg",2024-10-08,"summer","out",10:11:26,"Centennial_Park",1,"deep","CNL_S24_T1",13.63544512,1.501585366,20.47461567,125,1.694444444,47.6191759,-122.3625044,0.640243888,-9.529999733,0.898351014,0.090726135,-0.49140059645961,-0.132155185222601,0.34,0,0,0.06,0.14,0.14,0,0,0,0.08,0,0.04,0.12,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-11-35.jpg",2024-10-08,"summer","out",10:11:35,"Centennial_Park",1,"deep","CNL_S24_T1",13.6202454,1.764478528,24.03211178,128,1.75,47.6191727,-122.3625061,0.815644169,-9.359999657,1.457941243,0.056316203,-1.3145158730849,0.167497107751363,0.52,0,0,0.16,0.02,0,0,0,0.28,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-11-44.jpg",2024-10-08,"summer","out",10:11:44,"Centennial_Park",1,"deep","CNL_S24_T1",13.63564198,1.472777778,20.08178142,132,1.805555556,47.6191651,-122.362519,0.641481466,-9.559999466,0.901983465,0.05037659,-1.03439811288551,-0.0802454032256767,0.38,0,0,0.14,0.1,0,0,0.02,0.24,0,0,0.02,0.04,0,0.04,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-11-53.jpg",2024-10-08,"summer","out",10:11:53,"Centennial_Park",1,"deep","CNL_S24_T1",13.61946584,1.702049689,23.18089143,136,1.861111111,47.6191697,-122.3625352,0.726583814,-9.5,1.156852531,0.082492993,-0.837152614526225,-0.296898352536858,0.26,0,0,0.08,0.08,0.02,0,0,0.38,0.06,0.02,0,0.06,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0
"CNL_S24","2024_10_08_10-12-02.jpg",2024-10-08,"summer","out",10:12:02,"Centennial_Park",1,"deep","CNL_S24_T1",13.62084663,1.755766871,23.91485571,141,1.916666667,47.6191757,-122.3625475,0.6892638,-9.590000153,1.041050904,0.109264204,-0.930319180569259,0.168329047164994,0.46,0.02,0,0.22,0.02,0,0,0,0.18,0,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-12-11.jpg",2024-10-08,"summer","out",10:12:11,"Centennial_Park",1,"deep","CNL_S24_T1",13.64307317,1.350121951,18.41971927,146,2,47.6191903,-122.3625671,0.685914635,-9.569999695,1.030988642,0.116268081,-0.791739762550452,0.0426298318130382,0.3,0.02,0,0.28,0.04,0,0,0,0.08,0.04,0,0.02,0.1,0.06,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0
"CNL_S24","2024_10_08_10-12-20.jpg",2024-10-08,"summer","out",10:12:20,"Centennial_Park",1,"deep","CNL_S24_T1",13.62221472,1.679447853,22.87775933,151,2.055555556,47.6191841,-122.362574,0.759693242,-9.519999504,1.264639742,0.088051869,-0.856274362880826,0.0612052705562045,0.44,0,0,0.18,0.04,0.02,0,0,0.14,0.06,0,0.04,0.06,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-12-29.jpg",2024-10-08,"summer","out",10:12:29,"Centennial_Park",1,"deep","CNL_S24_T1",13.61980368,1.755521472,23.90980822,155,2.111111111,47.6191836,-122.3625901,0.762515325,-9.590000153,1.274087566,0.102050507,-0.865852874068495,-0.108069431880973,0.26,0,0,0.34,0.06,0,0,0.02,0.18,0.04,0.02,0.04,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-12-38.jpg",2024-10-08,"summer","out",10:12:38,"Centennial_Park",1,"deep","CNL_S24_T1",13.61163975,2.117639752,28.82464366,160,2.166666667,47.6191886,-122.3626106,0.69757763,-9.670000076,1.066324859,0.153503426,-1.06709574276419,-0.0657565998897167,0.42,0,0,0.22,0.2,0,0,0.02,0.04,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-12-47.jpg",2024-10-08,"summer","out",10:12:47,"Centennial_Park",1,"deep","CNL_S24_T1",13.61376364,2.015272727,27.43545309,165,2.25,47.6191941,-122.3626374,0.734424239,-9.699999809,1.182526074,0.184738411,-0.877804222970597,-1.15628223856005,0.1,0.02,0,0,0.08,0,0,0,0.78,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-12-56.jpg",2024-10-08,"summer","out",10:12:56,"Centennial_Park",1,"deep","CNL_S24_T1",13.62471779,1.941595092,26.45327325,170,2.333333333,47.6191903,-122.3626762,0.747975458,-9.809999466,1.226118472,0.209043108,-0.576831914053864,-0.333061967387662,0.14,0.04,0,0.18,0.18,0,0,0,0.18,0.1,0,0.04,0.12,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-13-05.jpg",2024-10-08,"summer","out",10:13:05,"Centennial_Park",1,"deep","CNL_S24_T1",13.64536585,1.442134146,19.67790049,176,2.388888889,47.6191924,-122.3626755,0.752012193,-9.729999542,1.239313193,0.126293089,-0.645449076692663,-0.312981262944395,0.22,0.02,0.04,0.06,0.12,0,0,0,0.42,0.06,0.02,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-13-14.jpg",2024-10-08,"summer","out",10:13:14,"Centennial_Park",1,"deep","CNL_S24_T1",13.59988199,2.323167702,31.59377,181,2.472222222,47.6192014,-122.362669,0.621987581,-9.989999771,0.847793888,0.138855772,-0.77454185756973,-0.192671385478192,0.2,0,0,0.2,0.06,0.04,0,0,0.2,0.02,0,0.06,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-13-23.jpg",2024-10-08,"summer","out",10:13:23,"Centennial_Park",1,"deep","CNL_S24_T1",13.65716049,1.266728395,17.2996821,187,2.555555556,47.6192112,-122.3626796,0.709876522,-9.809999466,1.104491013,0.064610018,-0.801994895438543,-0.24922057970314,0.3,0.02,0,0.14,0.24,0.02,0,0,0.16,0.02,0,0,0.06,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-13-32.jpg",2024-10-08,"summer","out",10:13:32,"Centennial_Park",1,"deep","CNL_S24_T1",13.60065031,2.494601227,33.9280854,193,2.611111111,47.6192148,-122.3626806,0.726687097,-9.869999886,1.157769501,0.102056045,-1.20884725349549,-0.53039624490606,0.14,0,0,0.14,0.08,0,0,0,0.44,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.06,0.02,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-13-41.jpg",2024-10-08,"summer","out",10:13:41,"Centennial_Park",1,"deep","CNL_S24_T1",13.59927108,3.035903614,41.28520759,198,2.694444444,47.6192225,-122.3626729,0.695421679,-9.929999352,1.059758241,0.127031787,-0.975501859186692,-0.766006153395871,0.08,0.02,0,0.14,0.02,0.04,0,0,0.62,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.02,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-13-50.jpg",2024-10-08,"summer","out",10:13:50,"Centennial_Park",1,"deep","CNL_S24_T1",13.58831481,3.322037037,45.13998556,207,2.833333333,47.6192371,-122.3626794,0.634753077,-9.960000038,0.883118612,0.176317845,-0.519595266331768,-0.544689441331656,0.12,0.02,0,0.06,0.16,0.1,0,0,0.34,0.04,0,0,0.14,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-35-58.jpg",2024-10-08,"summer","out",10:35:58,"Centennial_Park",1,"deep","CNL_S24_T1",13.58385366,3.513414634,47.72577805,1297,17.63888889,47.6193324,-122.3627134,0.716158509,-9.269999504,1.123896728,0.144558071,-0.948432449363515,0.516940539962558,0.8,0,0,0.04,0.04,0.04,0,0.02,0,0,0,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-36-07.jpg",2024-10-08,"summer","return",10:36:07,"Centennial_Park",1,"deep","CNL_S24_T1",13.58948171,2.984512195,40.55671311,1304,17.72222222,47.6193184,-122.3627312,0.666524359,-9.43999958,0.973572966,0.113832249,-0.917949206407211,0.610610085183788,0.46,0.04,0,0,0.04,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-36-16.jpg",2024-10-08,"summer","return",10:36:16,"Centennial_Park",1,"deep","CNL_S24_T1",13.58898788,3.444484848,46.80154558,1314,17.86111111,47.6193036,-122.3627213,0.681333339,-9.510000229,1.017227642,0.15916415,-0.598809524220872,0.414481096625236,0.72,0.06,0,0,0.1,0.02,0,0,0,0.02,0,0.02,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-36-25.jpg",2024-10-08,"summer","return",10:36:25,"Centennial_Park",1,"deep","CNL_S24_T1",13.58720732,3.31945122,45.09957945,1323,17.97222222,47.6192897,-122.362719,0.61841464,-9.63999939,0.83834075,0.166958388,-0.481632393512219,-0.0728771300443409,0.38,0.02,0,0.02,0.08,0.1,0,0.02,0.16,0.06,0,0.06,0.06,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-36-34.jpg",2024-10-08,"summer","return",10:36:34,"Centennial_Park",1,"deep","CNL_S24_T1",13.58957669,3.490613497,47.43631528,1331,18.11111111,47.619276,-122.362711,0.611227007,-9.68999958,0.81866391,0.136684214,-0.0996406388049473,-0.710705902845264,0.06,0.08,0,0,0.24,0.06,0,0,0.42,0.06,0,0.02,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-36-43.jpg",2024-10-08,"summer","return",10:36:43,"Centennial_Park",1,"deep","CNL_S24_T1",13.5867378,3.299939024,44.82400457,1338,18.19444444,47.6192682,-122.3626847,0.636341453,-9.670000076,0.887402889,0.119034835,-0.528932767318767,-0.687049229652773,0.16,0.02,0,0.02,0.28,0.04,0,0,0.32,0.14,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-36-52.jpg",2024-10-08,"summer","return",10:36:52,"Centennial_Park",1,"deep","CNL_S24_T1",13.59619136,2.7,36.70965093,1346,18.30555556,47.6192564,-122.3626796,0.655432076,-9.659999847,0.941571674,0.123042638,-0.488635153912476,-0.101744150845884,0.36,0.06,0,0.02,0.2,0.04,0,0,0.06,0.04,0.02,0,0.16,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-37-01.jpg",2024-10-08,"summer","return",10:37:01,"Centennial_Park",1,"deep","CNL_S24_T1",13.59658282,2.817423313,38.30709902,1353,18.38888889,47.6192513,-122.3626773,0.660184016,-9.679999352,0.955259439,0.122496463,-1.23113558302797,-0.521322700372734,0.22,0,0,0.04,0.04,0.02,0,0,0.64,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-37-10.jpg",2024-10-08,"summer","return",10:37:10,"Centennial_Park",1,"deep","CNL_S24_T1",13.59264024,2.709939024,36.83466268,1360,18.5,47.6192475,-122.3626608,0.635975599,-9.68999958,0.886700092,0.124746302,-0.4737044853679,-0.205667167133465,0.38,0.04,0,0,0.24,0.06,0,0,0.12,0.08,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-37-19.jpg",2024-10-08,"summer","return",10:37:19,"Centennial_Park",1,"deep","CNL_S24_T1",13.59265455,3.049393939,41.44862036,1368,18.58333333,47.6192509,-122.3626412,0.666909079,-9.649999619,0.975535779,0.133381023,-1.08067876665436,-0.610529032544785,0.24,0,0,0,0.12,0,0,0,0.54,0,0,0.02,0.06,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-37-28.jpg",2024-10-08,"summer","return",10:37:28,"Centennial_Park",1,"deep","CNL_S24_T1",13.59421951,2.739390244,37.24020427,1374,18.66666667,47.6192588,-122.3626282,0.627499998,-9.630000114,0.863092279,0.108745704,-0.707775907936727,-1.62626230892952,0,0,0,0,0.24,0,0,0,0.74,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-37-37.jpg",2024-10-08,"summer","return",10:37:37,"Centennial_Park",1,"deep","CNL_S24_T1",13.60242945,2.366625767,32.19185472,1381,18.77777778,47.6192558,-122.3626089,0.654539849,-9.670000076,0.938826572,0.128932443,-0.597643274297677,-0.848848600751076,0.1,0.02,0,0.06,0.26,0,0,0,0.44,0.1,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-37-46.jpg",2024-10-08,"summer","return",10:37:46,"Centennial_Park",1,"deep","CNL_S24_T1",13.58482099,3.403271605,46.23287062,1389,18.88888889,47.6192511,-122.3626091,0.649999976,-9.659999847,0.925794813,0.112647662,-0.879085227246785,0.120679570383114,0.44,0,0,0.1,0.02,0.02,0,0,0.24,0.04,0,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
"CNL_S24","2024_10_08_10-37-55.jpg",2024-10-08,"summer","return",10:37:55,"Centennial_Park",1,"deep","CNL_S24_T1",13.59146914,3.043333333,41.3632221,1396,18.97222222,47.6192501,-122.3626079,0.642777761,-9.670000076,0.90545832,0.116571353,-0.870398158942958,-0.00566200710016671,0.26,0.02,0,0.12,0,0.02,0,0,0.24,0,0,0.04,0.1,0,0,0,0.02,0,0.12,0,0,0,0,0.04,0,0,0,0.02,0,0
"CNL_S24","2024_10_08_10-38-04.jpg",2024-10-08,"summer","return",10:38:04,"Centennial_Park",1,"deep","CNL_S24_T1",13.58947239,3.074601227,41.78221104,1404,19.08333333,47.6192423,-122.3625969,0.66288341,-9.550000191,0.963010773,0.106702228,-0.59124237435,-0.230967733651377,0.229166667,0.041666667,0,0.020833333,0.0625,0.041666667,0,0,0.458333333,0.020833333,0,0,0.104166667,0,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0
"CNL_S24","2024_10_08_10-38-13.jpg",2024-10-08,"summer","return",10:38:13,"Centennial_Park",1,"deep","CNL_S24_T1",13.59282927,2.871097561,39.02617598,1412,19.19444444,47.6192235,-122.3625814,0.642256081,-9.489999771,0.904239272,0.11357701,-0.68511456051109,-0.231786335291319,0.3,0.02,0,0.04,0.12,0.02,0,0.02,0.22,0.14,0,0,0.1,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
