"location","img_name","key","site","transect","depth","depth_site_span","depth_transect_span","altitude","GPS_x","GPS_y","richness","Shannon","Simpson","Pielou","MDS1","MDS2","kelp_ratio","kelp_ratio_flipped","substrate_ratio","substrate_ratio_2","pebble_shell","hard_substrate_CCA","soft_sediment","shell_debris","cobble","pebble","hard_substrate","anthro_substrate","unknown","filamentous_brown","sargassum","sugar_kelp","green_algae","textured_kelp","other_brown_kelp","red_algae","coralline_algae","kelp_bryozoan","sessile_invert","mobile_invert","AN_large","AN_plumose","CL_siphon","CR_cancer","CR_kelp","CR_sharp","CU_burrow","CU_cali","fish_gunn","fish_sculp","GR_kelp","GR_lingcod","GR_painted","RF_brown","RF_copper","SP_stripe","SP_kelp","SP_pile","SP_shiner","SS_blood","SS_leather","SS_ochre"
"other","2022_10_06_13-50-40_256.jpg","1_1","1","1",5.9436,1.28016,1.09728,1.008777778,47.63030583,-122.3986279,5,0.519933524663107,0.222834404652587,0.3230528625219,-0.937665942996058,-0.532561192037882,88,0,1,7,6,0,0,6,2,0,0,0,2,0,0,87,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_64.jpg","1_1","1","1",6.33984,1.28016,1.09728,0.970777778,47.63027668,-122.3983229,7,1.18649129226167,0.5472,0.609735908329418,-0.543304337665245,-0.397139277176997,7.3,0.1,5,18,17,0,2,13,1,4,0,0,7,0,0,65,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_344.jpg","1_1","1","1",5.7912,1.28016,1.09728,0.929111111,47.63031651,-122.3987578,5,0.767203708913484,0.354019158683882,0.476690466271651,-0.873379034700009,-0.451422289659558,79,0,1,9,8,0,6,8,4,0,0,0,0,0,0,78,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_400.jpg","1_1","1","1",5.73024,1.28016,1.09728,0.978,47.63032278,-122.3988383,4,0.851409867817895,0.4614,0.614162397032402,-0.819129106877755,-0.476291509434337,71,0,1,4,3,0,0,3,0,0,0,0,21,0,0,70,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_376.jpg","1_1","1","1",5.73024,1.28016,1.09728,1.041666667,47.63031993,-122.3988029,7,1.09898415034435,0.511735460746907,0.564766133152589,-0.631805188870319,-0.447656468993378,8,0.1,2,15,14,0,0,13,5,1,0,0,0,0,0,63,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_144.jpg","1_1","1","1",6.18744,1.28016,1.09728,1.022777778,47.63029282,-122.3984527,8,1.00061691845877,0.431851851851852,0.481195022030023,-0.775260342625121,-0.366492184674826,68,0,2,8,7,0,7,6,4,1,0,0,0,0,0,67,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_216.jpg","1_1","1","1",5.97408,1.28016,1.09728,1.045222222,47.63030229,-122.3985628,6,0.60891834808329,0.254461871281774,0.339843800767315,-0.890223822708926,-0.47138367493267,75,0,1,6,5,0,2,5,2,0,0,0,0,0,0,74,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_232.jpg","1_1","1","1",6.06552,1.28016,1.09728,0.871,47.63030291,-122.3985889,6,1.06665968452277,0.510289104910996,0.595314104845962,-0.791918000520822,-0.272695201889219,61,0,3,18,17,0,5,15,4,2,0,0,0,0,0,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_96.jpg","1_1","1","1",6.2484,1.28016,1.09728,0.9608,47.63028217,-122.3983673,9,1.10346937523722,0.481175390266299,0.502210555361163,-0.609377226983153,-0.47979946030101,7.9,0.1,4,8,15,1,2,8,1,7,1,0,1,0,0,70,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_104.jpg","1_1","1","1",6.27888,1.28016,1.09728,0.933333333,47.63028363,-122.3983792,10,1.2997897390365,0.541824196597354,0.564491511298022,-0.785082481326584,-0.283236777635319,62,0,5,13,12,0,5,8,6,4,0,0,1,0,0,61,2,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_80.jpg","1_1","1","1",6.2484,1.28016,1.09728,1.013555556,47.63027941,-122.3983449,8,1.36240009179402,0.663681799250312,0.655175952045968,-0.746335892785603,-0.0818645631898181,49,0,10,38,37,0,1,28,7,9,0,0,1,0,0,48,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_456.jpg","1_1","1","1",5.60832,1.28016,1.09728,1.055777778,47.63032966,-122.398927,4,0.16770053683981,0.0588000000000001,0.120970366426605,-1.07810796322591,-0.640847014800701,98,0,1,2,1,0,0,1,0,0,0,0,1,0,0,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_56.jpg","1_1","1","1",6.33984,1.28016,1.09728,0.973555556,47.63027512,-122.3983102,8,1.13038372430858,0.5092,0.54359966445386,-0.746853224431528,-0.298179175931769,69,0,5,20,19,0,4,15,4,4,0,0,3,0,0,68,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_384.jpg","1_1","1","1",5.69976,1.28016,1.09728,1.025111111,47.63032097,-122.3988154,9,1.17768406070835,0.5254,0.535987114314961,-0.559636040959624,-0.464467061494307,5.7,0.2,9,17,16,0,1,8,2,8,0,0,1,0,0,67,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_280.jpg","1_1","1","1",5.88264,1.28016,1.09728,0.9532,47.63030853,-122.3986584,5,0.902711265167501,0.465582535085765,0.560886044869073,-0.497539464466468,-0.655088751354075,3.4,0.3,1,5,4,0,0,4,2,0,0,0,0,1,0,47,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_288.jpg","1_1","1","1",6.00456,1.28016,1.09728,0.969111111,47.63030952,-122.3986698,8,0.670047161934699,0.270258035310095,0.322224572561638,-0.929129966282887,-0.473937870151056,81,0,3,9,8,0,1,6,1,2,0,0,1,0,0,80,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_360.jpg","1_1","1","1",5.82168,1.28016,1.09728,1.024555556,47.63031843,-122.3987833,9,1.44222786162779,0.67247623358986,0.656386186693878,-0.791900985830954,-0.121879662856066,49,0,8,21,20,0,1,13,19,7,0,0,1,0,0,48,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"other","2022_10_06_13-50-40_352.jpg","1_1","1","1",5.7912,1.28016,1.09728,1.018222222,47.63031752,-122.3987708,6,0.804105382795504,0.355648051797896,0.448779759005229,-0.912439507898191,-0.392438396285692,75,0,1,4,3,0,2,3,4,0,0,0,2,0,0,74,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_184.jpg","1_1","1","1",5.9436,1.28016,1.09728,1.002222222,47.63030051,-122.3985163,8,1.00558764405063,0.422145328719723,0.483585435750355,-0.769832006284752,-0.347287874824764,65,0,2,5,4,0,0,3,5,1,0,0,5,0,0,64,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_464.jpg","1_1","1","1",5.60832,1.28016,1.09728,1.129111111,47.63033068,-122.3989407,4,0.337619126949291,0.1498,0.243540720079502,-0.985543395078968,-0.569456693159444,93,0,1,7,6,0,1,6,0,0,0,0,1,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_8.jpg","1_1","1","1",6.46176,1.28016,1.09728,0.9858,47.63026891,-122.3982495,7,1.07518194284222,0.500441863401086,0.552534218172503,-0.722186259960053,-0.35760192614699,20.7,0,1,14,13,0,1,13,7,0,0,0,3,0,0,61,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_312.jpg","1_1","1","1",5.91312,1.28016,1.09728,0.969111111,47.63031317,-122.3987124,8,0.975584586100654,0.4334,0.469157014778375,-0.767847672844743,-0.386379082649339,75,0,2,14,13,0,3,12,3,1,0,0,5,0,0,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"other","2022_10_06_13-50-40_48.jpg","1_1","1","1",6.33984,1.28016,1.09728,1.003222222,47.63027427,-122.3983026,7,1.55407849110501,0.720461747397012,0.798638360491348,-0.562783232071877,-0.0719685036656948,44,0,6,26,25,0,8,20,8,5,0,0,8,0,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_224.jpg","1_1","1","1",5.91312,1.28016,1.09728,1.068111111,47.63030245,-122.3985749,6,1.02957294512764,0.474274482599144,0.574615601485397,-0.832034055446522,-0.283577697974859,67,0,5,16,15,0,3,11,3,4,0,0,0,0,0,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_328.jpg","1_1","1","1",5.91312,1.28016,1.09728,0.969666667,47.6303148,-122.3987363,7,0.884177841712095,0.405672890521375,0.454377527215909,-0.807136351109393,-0.413865837985943,76,0,2,15,14,0,3,13,0,1,0,0,4,0,0,75,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_176.jpg","1_1","1","1",6.00456,1.28016,1.09728,1.036666667,47.6302991,-122.3985031,9,1.37957189873661,0.653454881754525,0.627870229091065,-0.532577210147246,-0.24587675942837,15.3,0.1,0.5,3,5,1,9,5,1,0,1,0,22,0,0,45,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_13-50-40_120.jpg","1_1","1","1",6.096,1.28016,1.09728,1.037222222,47.63028698,-122.3984065,5,0.913991127366109,0.44190079778009,0.567894617310087,-0.871228585134622,-0.316824432981848,69,0,4,15,14,0,0,11,8,3,0,0,0,0,0,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_14-05-43_80.jpg","1_2","1","2",6.18744,1.28016,1.0668,0.924222222,47.63037761,-122.3984581,7,1.04142562108125,0.491219008264463,0.535186900375041,-0.734664268153913,-0.290183937979746,62,0,2,12,11,0,1,10,1,1,0,0,10,0,0,61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_14-05-43_344.jpg","1_2","1","2",5.76072,1.28016,1.0668,0.957111111,47.63037634,-122.3988568,8,1.02493261376405,0.4388,0.492888399707588,-0.818550489983934,-0.296348097992096,75,0,9,15,14,0,0,6,3,8,0,0,1,0,0,74,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_14-05-43_120.jpg","1_2","1","2",6.15696,1.28016,1.0668,0.914444444,47.63037507,-122.3985218,8,0.853050547084549,0.374669150083325,0.410230597968832,-0.864954985855959,-0.404358987870711,80,0,2,3,2,0,1,1,9,1,0,0,7,0,0,79,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_14-05-43_296.jpg","1_2","1","2",5.73024,1.28016,1.0668,0.835333333,47.630376,-122.3987833,7,0.681439323424777,0.282775855440215,0.350190538733557,-0.888599664561867,-0.565017451776164,87,0,1,2,1,0,0,1,0,0,0,0,7,0,0,86,0,0,0,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_14-05-43_192.jpg","1_2","1","2",6.00456,1.28016,1.0668,0.959,47.63037755,-122.39863,7,1.15668691778768,0.57306833882453,0.594419489691863,-0.824064444747691,-0.242011539250567,60,0,2,22,21,0,0,20,0,1,0,0,3,0,0,59,11,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_14-05-43_248.jpg","1_2","1","2",5.85216,1.28016,1.0668,1.004222222,47.63037903,-122.3987139,8,1.09860495832021,0.4786,0.528317308421529,-0.736120029310232,-0.358203622678164,72,0,1,7,6,0,5,6,5,0,0,0,9,0,0,71,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_14-05-43_432.jpg","1_2","1","2",5.85216,1.28016,1.0668,0.986,47.63037714,-122.3989752,6,0.721073022171107,0.3308,0.402438516193118,-0.882135146620854,-0.510189707826192,82,0,0.3,0.7,1,2,0,1,0,0,2,0,1,0,0,81,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_14-05-43_288.jpg","1_2","1","2",5.82168,1.28016,1.0668,0.928555556,47.63037628,-122.3987678,9,0.967516329203676,0.43,0.440335657621595,-0.720840247053824,-0.683086434142493,75,0,0.1,0.1,0,14,1,0,0,0,14,0,0,0,0,74,1,0,0,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"other","2022_10_06_14-05-43_136.jpg","1_2","1","2",6.12648,1.28016,1.0668,0.973555556,47.63037585,-122.3985432,6,0.622192377085268,0.3076,0.347252177410469,-0.888432279253546,-0.519050189448205,41.5,0,1,15,14,0,1,14,0,0,0,0,1,0,0,82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_14-05-43_352.jpg","1_2","1","2",5.85216,1.28016,1.0668,0.949777778,47.63037634,-122.3988666,8,1.36448579227145,0.616509695290859,0.656178961957822,-0.604951727462847,-0.16032085266688,57,0,9,18,17,0,5,9,0,8,0,0,1,0,0,56,3,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_14-05-43_328.jpg","1_2","1","2",5.7912,1.28016,1.0668,0.963666667,47.63037634,-122.3988372,7,0.716157344812531,0.303719008264463,0.368032072375082,-0.866503075673025,-0.467122637953135,74,0,2,9,8,0,0,7,0,1,0,0,2,0,0,73,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_14-05-43_336.jpg","1_2","1","2",5.82168,1.28016,1.0668,0.978444444,47.63037634,-122.3988514,3,0.401345309239449,0.2134,0.365320243892425,-1.1158407030706,-0.508427790430463,89,0,1,2,1,0,0,1,0,0,0,0,0,0,0,88,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_14-05-43_176.jpg","1_2","1","2",6.03504,1.28016,1.0668,1.006222222,47.63037705,-122.3986021,9,1.21716619097241,0.577224972829368,0.553956206173529,-0.792956239083291,-0.244656256510393,56,0,3,23,22,0,0,20,8,2,0,0,1,0,0,55,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"other","2022_10_06_14-05-43_208.jpg","1_2","1","2",5.97408,1.28016,1.0668,0.975111111,47.63037783,-122.3986494,5,1.16815149409781,0.607625743645214,0.725813332140977,-0.884693347848677,-0.19252620960389,50,0,1,17,16,0,0,16,15,0,0,0,0,0,0,49,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_14-05-43_368.jpg","1_2","1","2",5.82168,1.28016,1.0668,0.9717,47.63037638,-122.3988874,4,0.640033382167117,0.3136,0.461686493227945,-0.979568482743222,-0.563868879349861,83,0,1,7,6,0,0,6,0,0,0,0,2,0,0,82,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other","2022_10_06_14-05-43_184.jpg","1_2","1","2",6.03504,1.28016,1.0668,0.964222222,47.63037724,-122.398615,6,0.761941347658153,0.362207937965514,0.425247562936793,-0.709586652835941,-0.596855003403589,8.8,0.1,1,11,10,0,1,10,0,0,0,0,0,0,0,78,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
