key,site,transect,depth,depth_site_span,depth_transect_span,altitude,GPS_x,GPS_y,richness,Shannon,Simpson,Pielou,img_name,soft_sediment,shell_debris,cobble,pebble,hard_substrate,anthro_substrate,unknown,filamentous_brown,sargassum,sugar_kelp,green_algae,textured_kelp,other_brown_kelp,red_algae,coralline_algae,kelp_bryozoan,sessile_invert,mobile_invert
1_1,1,1,5.91312,1.28016,1.09728,0.9673,47.63030448,-122.3986124,4,0.487731946,0.227213542,0.35182423,2022_10_06_13-50-40_248.jpg,1,7,4,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
1_1,1,1,6.00456,1.28016,1.09728,0.991333333,47.63029563,-122.3984757,7,0.753064129,0.324656393,0.386998408,2022_10_06_13-50-40_160.jpg,3,7,5,1,0,0,0,0,0,80,1,0,0,0,0,1,0,0
1_1,1,1,5.6388,1.28016,1.09728,1.0624,47.63033309,-122.3989724,6,0.656244496,0.2862,0.366257027,2022_10_06_13-50-40_480.jpg,2,8,2,0,0,0,0,0,0,84,3,0,0,1,0,0,0,0
1_1,1,1,6.03504,1.28016,1.09728,1.039111111,47.63028532,-122.398393,7,1.321696174,0.602364421,0.679217473,2022_10_06_13-50-40_112.jpg,6,9,7,0,0,0,3,0,0,44,0,0,0,2,0,2,0,0
1_1,1,1,5.9436,1.28016,1.09728,1.008777778,47.63030583,-122.3986279,5,0.519933525,0.222834405,0.323052863,2022_10_06_13-50-40_256.jpg,0,6,2,0,0,0,2,0,0,87,0,0,0,0,0,2,0,0
1_1,1,1,6.33984,1.28016,1.09728,0.970777778,47.63027668,-122.3983229,7,1.186491292,0.5472,0.609735908,2022_10_06_13-50-40_64.jpg,2,13,1,4,0,0,7,0,0,65,0,8,0,0,0,0,0,0
1_1,1,1,5.7912,1.28016,1.09728,0.929111111,47.63031651,-122.3987578,5,0.767203709,0.354019159,0.476690466,2022_10_06_13-50-40_344.jpg,6,8,4,0,0,0,0,0,0,78,0,0,0,0,0,2,0,0
1_1,1,1,5.73024,1.28016,1.09728,0.978,47.63032278,-122.3988383,4,0.851409868,0.4614,0.614162397,2022_10_06_13-50-40_400.jpg,0,3,0,0,0,0,21,0,0,70,0,0,0,0,0,6,0,0
1_1,1,1,5.73024,1.28016,1.09728,1.041666667,47.63031993,-122.3988029,7,1.09898415,0.511735461,0.564766133,2022_10_06_13-50-40_376.jpg,0,13,5,1,0,0,0,0,0,63,3,7,0,1,0,0,0,0
1_1,1,1,6.18744,1.28016,1.09728,1.022777778,47.63029282,-122.3984527,8,1.000616918,0.431851852,0.481195022,2022_10_06_13-50-40_144.jpg,7,6,4,1,0,0,0,0,0,67,1,0,0,3,0,1,0,0
1_1,1,1,5.97408,1.28016,1.09728,1.045222222,47.63030229,-122.3985628,6,0.608918348,0.254461871,0.339843801,2022_10_06_13-50-40_216.jpg,2,5,2,0,0,0,0,0,0,74,1,0,0,2,0,0,0,0
1_1,1,1,6.06552,1.28016,1.09728,0.871,47.63030291,-122.3985889,6,1.066659685,0.510289105,0.595314105,2022_10_06_13-50-40_232.jpg,5,15,4,2,0,0,0,0,0,60,3,0,0,0,0,0,0,0
1_1,1,1,6.2484,1.28016,1.09728,0.9608,47.63028217,-122.3983673,9,1.103469375,0.48117539,0.502210555,2022_10_06_13-50-40_96.jpg,2,8,1,7,1,0,1,0,0,70,0,8,0,0,0,1,0,0
1_1,1,1,6.27888,1.28016,1.09728,0.933333333,47.63028363,-122.3983792,9,1.253454088,0.531819829,0.57047154,2022_10_06_13-50-40_104.jpg,5,8,6,4,0,0,1,0,0,61,2,0,0,0,0,3,0,1
1_1,1,1,6.2484,1.28016,1.09728,1.013555556,47.63027941,-122.3983449,8,1.362400092,0.663681799,0.655175952,2022_10_06_13-50-40_80.jpg,1,28,7,9,0,0,1,0,0,48,3,0,0,0,0,1,0,0
1_1,1,1,5.60832,1.28016,1.09728,1.055777778,47.63032966,-122.398927,4,0.167700537,0.0588,0.120970366,2022_10_06_13-50-40_456.jpg,0,1,0,0,0,0,1,0,0,97,0,0,0,0,0,1,0,0
1_1,1,1,6.33984,1.28016,1.09728,0.973555556,47.63027512,-122.3983102,8,1.130383724,0.5092,0.543599664,2022_10_06_13-50-40_56.jpg,4,15,4,4,0,0,3,0,0,68,1,0,0,0,0,1,0,0
1_1,1,1,5.69976,1.28016,1.09728,1.025111111,47.63032097,-122.3988154,9,1.177684061,0.5254,0.535987114,2022_10_06_13-50-40_384.jpg,1,8,2,8,0,0,1,0,0,67,1,11,0,0,0,1,0,0
1_1,1,1,5.88264,1.28016,1.09728,0.9532,47.63030853,-122.3986584,5,0.902711265,0.465582535,0.560886045,2022_10_06_13-50-40_280.jpg,0,4,2,0,0,0,0,1,0,47,0,13,0,0,0,0,0,0
1_1,1,1,6.00456,1.28016,1.09728,0.969111111,47.63030952,-122.3986698,8,0.670047162,0.270258035,0.322224573,2022_10_06_13-50-40_288.jpg,1,6,1,2,0,0,1,0,0,80,1,0,0,0,0,2,0,0
1_1,1,1,5.82168,1.28016,1.09728,1.024555556,47.63031843,-122.3987833,8,1.398187767,0.665510464,0.672386186,2022_10_06_13-50-40_360.jpg,1,13,19,7,0,0,1,0,0,48,2,0,0,0,0,2,0,0
1_1,1,1,5.7912,1.28016,1.09728,1.018222222,47.63031752,-122.3987708,6,0.804105383,0.355648052,0.448779759,2022_10_06_13-50-40_352.jpg,2,3,4,0,0,0,2,0,0,74,8,0,0,0,0,0,0,0
1_1,1,1,5.9436,1.28016,1.09728,1.002222222,47.63030051,-122.3985163,8,1.005587644,0.422145329,0.483585436,2022_10_06_13-50-40_184.jpg,0,3,5,1,0,0,5,0,0,64,3,0,0,3,0,1,0,0
1_1,1,1,5.60832,1.28016,1.09728,1.129111111,47.63033068,-122.3989407,4,0.337619127,0.1498,0.24354072,2022_10_06_13-50-40_464.jpg,1,6,0,0,0,0,1,0,0,92,0,0,0,0,0,0,0,0
1_1,1,1,6.46176,1.28016,1.09728,0.9858,47.63026891,-122.3982495,7,1.075181943,0.500441863,0.552534218,2022_10_06_13-50-40_8.jpg,1,13,7,0,0,0,3,0,0,61,2,2,0,0,0,0,0,0
1_1,1,1,5.91312,1.28016,1.09728,0.969111111,47.63031317,-122.3987124,7,0.928871769,0.421997755,0.477345663,2022_10_06_13-50-40_312.jpg,3,12,3,1,0,0,5,0,0,74,0,0,0,0,0,1,0,0
1_1,1,1,6.33984,1.28016,1.09728,1.003222222,47.63027427,-122.3983026,7,1.554078491,0.720461747,0.79863836,2022_10_06_13-50-40_48.jpg,8,20,8,5,0,0,8,0,0,43,2,0,0,0,0,0,0,0
1_1,1,1,5.91312,1.28016,1.09728,1.068111111,47.63030245,-122.3985749,6,1.029572945,0.474274483,0.574615601,2022_10_06_13-50-40_224.jpg,3,11,3,4,0,0,0,0,0,66,6,0,0,0,0,0,0,0
1_1,1,1,5.91312,1.28016,1.09728,0.969666667,47.6303148,-122.3987363,7,0.884177842,0.405672891,0.454377527,2022_10_06_13-50-40_328.jpg,3,13,0,1,0,0,4,0,0,75,1,0,0,0,0,2,0,0
1_1,1,1,6.00456,1.28016,1.09728,1.036666667,47.6302991,-122.3985031,9,1.379571899,0.653454882,0.627870229,2022_10_06_13-50-40_176.jpg,9,5,1,0,1,0,22,0,0,45,1,2,0,0,0,1,0,0
1_1,1,1,6.096,1.28016,1.09728,1.037222222,47.63028698,-122.3984065,5,0.913991127,0.441900798,0.567894617,2022_10_06_13-50-40_120.jpg,0,11,8,3,0,0,0,0,0,68,3,0,0,0,0,0,0,0
1_2,1,2,6.18744,1.28016,1.0668,0.924222222,47.63037761,-122.3984581,7,1.041425621,0.491219008,0.5351869,2022_10_06_14-05-43_80.jpg,1,10,1,1,0,0,10,0,0,61,4,0,0,0,0,0,0,0
1_2,1,2,5.76072,1.28016,1.0668,0.957111111,47.63037634,-122.3988568,8,1.024932614,0.4388,0.4928884,2022_10_06_14-05-43_344.jpg,0,6,3,8,0,0,1,0,0,74,4,0,0,3,0,1,0,0
1_2,1,2,6.15696,1.28016,1.0668,0.914444444,47.63037507,-122.3985218,7,0.805479517,0.3622,0.413934588,2022_10_06_14-05-43_120.jpg,1,1,9,1,0,0,7,0,0,79,2,0,0,0,0,0,0,0
1_2,1,2,5.73024,1.28016,1.0668,0.835333333,47.630376,-122.3987833,6,0.59662897,0.2542,0.332984968,2022_10_06_14-05-43_296.jpg,0,1,0,0,0,0,7,0,0,86,0,0,0,2,0,2,0,2
1_2,1,2,6.00456,1.28016,1.0668,0.959,47.63037755,-122.39863,7,1.156686918,0.573068339,0.59441949,2022_10_06_14-05-43_192.jpg,0,20,0,1,0,0,3,0,0,59,11,0,0,1,0,2,0,0
1_2,1,2,5.85216,1.28016,1.0668,1.004222222,47.63037903,-122.3987139,8,1.098604958,0.4786,0.528317308,2022_10_06_14-05-43_248.jpg,5,6,5,0,0,0,9,0,0,71,1,0,0,0,0,1,0,2
1_2,1,2,5.85216,1.28016,1.0668,0.986,47.63037714,-122.3989752,6,0.721073022,0.3308,0.402438516,2022_10_06_14-05-43_432.jpg,0,1,0,0,2,0,1,0,0,81,10,0,0,5,0,0,0,0
1_2,1,2,5.82168,1.28016,1.0668,0.928555556,47.63037628,-122.3987678,7,0.838844058,0.394728451,0.431080571,2022_10_06_14-05-43_288.jpg,1,0,0,0,14,0,0,0,0,74,1,0,0,4,0,1,0,2
1_2,1,2,6.12648,1.28016,1.0668,0.973555556,47.63037585,-122.3985432,6,0.622192377,0.3076,0.347252177,2022_10_06_14-05-43_136.jpg,1,14,0,0,0,0,1,0,0,82,0,1,0,0,0,1,0,0
1_2,1,2,5.85216,1.28016,1.0668,0.949777778,47.63037634,-122.3988666,8,1.364485792,0.616509695,0.656178962,2022_10_06_14-05-43_352.jpg,5,9,0,8,0,0,1,0,0,56,3,0,0,12,0,1,0,0
1_2,1,2,5.7912,1.28016,1.0668,0.963666667,47.63037634,-122.3988372,7,0.716157345,0.303719008,0.368032072,2022_10_06_14-05-43_328.jpg,0,7,0,1,0,0,2,0,0,73,1,0,0,2,0,2,0,0
1_2,1,2,5.82168,1.28016,1.0668,0.978444444,47.63037634,-122.3988514,3,0.401345309,0.2134,0.365320244,2022_10_06_14-05-43_336.jpg,0,1,0,0,0,0,0,0,0,88,11,0,0,0,0,0,0,0
1_2,1,2,6.03504,1.28016,1.0668,1.006222222,47.63037705,-122.3986021,8,1.169519762,0.567901235,0.56242012,2022_10_06_14-05-43_176.jpg,0,20,8,2,0,0,1,0,0,55,1,0,0,1,0,2,0,0
1_2,1,2,5.97408,1.28016,1.0668,0.975111111,47.63037783,-122.3986494,5,1.168151494,0.607625744,0.725813332,2022_10_06_14-05-43_208.jpg,0,16,15,0,0,0,0,0,0,49,4,0,0,0,0,2,0,0
1_2,1,2,5.82168,1.28016,1.0668,0.9717,47.63037638,-122.3988874,4,0.640033382,0.3136,0.461686493,2022_10_06_14-05-43_368.jpg,0,6,0,0,0,0,2,0,0,82,0,0,0,0,0,10,0,0
1_2,1,2,6.03504,1.28016,1.0668,0.964222222,47.63037724,-122.398615,5,0.71267491,0.349229488,0.442809818,2022_10_06_14-05-43_184.jpg,1,10,0,0,0,0,0,0,0,78,1,8,0,0,0,0,0,0
1_2,1,2,6.18744,1.28016,1.0668,0.92675,47.63037823,-122.3984505,5,0.67291976,0.318262939,0.418108555,2022_10_06_14-05-43_72.jpg,0,2,3,1,0,0,9,0,0,67,0,0,0,0,0,0,0,0
1_2,1,2,5.91312,1.28016,1.0668,0.922222222,47.63037881,-122.3987026,6,0.620067197,0.2832,0.346066092,2022_10_06_14-05-43_240.jpg,0,3,0,1,0,0,10,0,0,84,0,0,0,0,0,1,0,1
1_2,1,2,5.60832,1.28016,1.0668,1.174777778,47.63037616,-122.3988057,6,0.648149818,0.289879217,0.361739301,2022_10_06_14-05-43_312.jpg,1,9,0,1,0,0,2,0,0,82,3,0,0,0,0,0,0,0
1_2,1,2,6.12648,1.28016,1.0668,0.957333333,47.63037581,-122.3985357,6,1.002923227,0.5156,0.55974211,2022_10_06_14-05-43_128.jpg,0,2,11,0,0,0,1,0,0,66,1,19,0,0,0,0,0,0
1_2,1,2,6.18744,1.28016,1.0668,0.947555556,47.63037443,-122.3985096,9,1.427326695,0.657084654,0.649604373,2022_10_06_14-05-43_112.jpg,0,11,19,5,0,0,4,1,0,50,2,0,0,0,0,1,0,1
1_2,1,2,6.37032,1.28016,1.0668,0.98,47.6303722,-122.3983565,7,1.258076085,0.583142814,0.646523215,2022_10_06_14-05-43_16.jpg,3,11,6,1,0,0,8,0,0,50,0,0,0,0,0,2,0,0
1_2,1,2,5.6388,1.28016,1.0668,1.135444444,47.63037583,-122.3987967,6,0.562818356,0.2516,0.314114905,2022_10_06_14-05-43_304.jpg,1,0,0,1,2,0,9,0,0,86,0,0,0,0,0,0,0,1
1_2,1,2,6.12648,1.28016,1.0668,0.946111111,47.63037629,-122.3985652,4,0.392379177,0.16691358,0.283041746,2022_10_06_14-05-43_152.jpg,0,2,0,0,0,0,0,0,0,82,0,0,0,0,2,4,0,0
1_2,1,2,6.00456,1.28016,1.0668,0.978666667,47.63037677,-122.3985889,5,0.553623768,0.27956331,0.343985788,2022_10_06_14-05-43_168.jpg,0,13,1,0,0,0,0,0,0,83,1,0,0,1,0,0,0,0
1_2,1,2,5.97408,1.28016,1.0668,1.016,47.63037766,-122.3986398,7,0.835740333,0.403484409,0.429485572,2022_10_06_14-05-43_200.jpg,1,15,0,0,0,0,1,0,0,67,2,0,0,2,0,1,0,0
1_2,1,2,5.66928,1.28016,1.0668,1.160777778,47.63037634,-122.3988191,5,0.59508451,0.2552,0.369746795,2022_10_06_14-05-43_320.jpg,0,5,0,3,0,0,3,0,0,86,0,0,0,0,0,3,0,0
1_2,1,2,6.15696,1.28016,1.0668,0.932555556,47.63037383,-122.3984846,9,1.137567797,0.553314817,0.517729416,2022_10_06_14-05-43_96.jpg,1,23,1,1,0,0,1,0,0,56,1,5,0,0,0,2,0,0
1_2,1,2,5.82168,1.28016,1.0668,0.975777778,47.63037638,-122.3988972,5,1.005846296,0.5568,0.624967442,2022_10_06_14-05-43_376.jpg,2,0,0,0,0,0,0,0,0,58,32,0,0,6,0,2,0,0
1_2,1,2,5.9436,1.28016,1.0668,0.967,47.63037823,-122.3986719,6,0.981156786,0.462493075,0.547594028,2022_10_06_14-05-43_224.jpg,0,4,13,5,0,0,4,0,0,68,1,0,0,0,0,0,0,0
1_2,1,2,6.12648,1.28016,1.0668,0.94,47.6303764,-122.3985744,5,0.604609759,0.288872356,0.375665165,2022_10_06_14-05-43_160.jpg,0,11,2,2,0,0,0,0,0,81,0,0,0,0,0,1,0,0
1_2,1,2,6.67512,1.28016,1.0668,0.748333333,47.63037,-122.3983306,6,1.28911772,0.641,0.719470298,2022_10_06_14-05-43_0.jpg,0,10,2,4,0,0,0,0,0,53,0,25,0,0,0,6,0,0
1_2,1,2,5.91312,1.28016,1.0668,0.960222222,47.63037821,-122.3986866,7,0.562840703,0.2224,0.289242904,2022_10_06_14-05-43_232.jpg,1,4,1,2,0,0,3,0,0,88,0,0,0,1,0,0,0,0
1_2,1,2,5.82168,1.28016,1.0668,1.029222222,47.63037638,-122.39892,4,0.471032579,0.2184,0.339778183,2022_10_06_14-05-43_392.jpg,0,8,0,0,0,0,0,0,0,88,2,0,0,2,0,0,0,0
1_2,1,2,5.88264,1.28016,1.0668,0.957888889,47.63037648,-122.3989424,3,0.323756183,0.1496,0.294695578,2022_10_06_14-05-43_408.jpg,0,2,0,0,0,0,0,0,0,92,0,0,0,6,0,0,0,0
1_2,1,2,6.33984,1.28016,1.0668,0.923444444,47.63037348,-122.3983725,6,1.181630715,0.576875,0.659480659,2022_10_06_14-05-43_24.jpg,0,15,4,4,0,0,7,0,0,49,1,0,0,0,0,0,0,0
1_2,1,2,5.85216,1.28016,1.0668,0.957444444,47.6303764,-122.398964,6,1.009910963,0.5466,0.56364204,2022_10_06_14-05-43_424.jpg,1,1,0,0,0,0,0,0,0,61,27,0,0,9,0,1,0,0
1_2,1,2,6.18744,1.28016,1.0668,0.965888889,47.63037779,-122.3984385,5,0.690118256,0.321046373,0.428794581,2022_10_06_14-05-43_64.jpg,2,3,2,0,0,0,9,0,0,71,0,0,0,0,0,0,0,0
1_2,1,2,6.12648,1.28016,1.0668,0.946888889,47.630376,-122.3985529,4,0.292246251,0.117242815,0.210811108,2022_10_06_14-05-43_144.jpg,0,3,2,0,0,0,1,0,0,92,0,0,0,0,0,0,0,0
1_2,1,2,6.21792,1.28016,1.0668,0.881111111,47.63037738,-122.3984266,6,1.127913213,0.554253472,0.62950035,2022_10_06_14-05-43_56.jpg,1,15,6,2,0,0,11,0,0,61,0,0,0,0,0,0,0,0
1_2,1,2,5.85216,1.28016,1.0668,0.964333333,47.63037943,-122.3987361,6,1.292390502,0.62728293,0.721296873,2022_10_06_14-05-43_264.jpg,12,17,8,0,0,0,4,0,0,56,2,0,0,0,0,0,0,0
1_2,1,2,5.91312,1.28016,1.0668,0.966444444,47.63037806,-122.398663,6,1.010374523,0.483061626,0.563900758,2022_10_06_14-05-43_216.jpg,2,13,6,0,0,0,6,0,0,65,1,0,0,0,0,0,0,0
1_2,1,2,6.33984,1.28016,1.0668,0.963777778,47.63037514,-122.3983905,7,1.336362625,0.6934,0.686754538,2022_10_06_14-05-43_32.jpg,0,21,1,2,0,0,33,0,0,39,1,0,0,0,0,3,0,0
1_2,1,2,5.82168,1.28016,1.0668,1.003444444,47.63037638,-122.3989091,4,0.53876147,0.252,0.38863425,2022_10_06_14-05-43_384.jpg,0,8,0,0,0,0,0,0,0,86,0,0,0,4,0,2,0,0
1_2,1,2,5.85216,1.28016,1.0668,0.977444444,47.63037638,-122.3988763,4,0.901899037,0.4728,0.650582634,2022_10_06_14-05-43_360.jpg,0,16,4,0,0,0,0,0,0,70,10,0,0,0,0,0,0,0
1_2,1,2,6.33984,1.28016,1.0668,0.925,47.63037655,-122.3984043,7,1.596485214,0.757480116,0.820431105,2022_10_06_14-05-43_40.jpg,4,21,7,6,0,0,17,0,0,33,1,0,0,0,0,0,0,0
1_2,1,2,5.82168,1.28016,1.0668,1.011222222,47.63037638,-122.3989319,4,0.809921477,0.4232,0.58423485,2022_10_06_14-05-43_400.jpg,0,12,0,0,0,0,2,0,0,74,12,0,0,0,0,0,0,0
1_2,1,2,6.15696,1.28016,1.0668,0.944666667,47.6303737,-122.3984965,6,1.233986109,0.646872768,0.688700761,2022_10_06_14-05-43_104.jpg,0,3,1,0,0,0,33,0,0,47,12,0,0,0,0,3,0,0
1_2,1,2,5.82168,1.28016,1.0668,0.958777778,47.63037919,-122.3987248,7,1.406899043,0.656809663,0.723003086,2022_10_06_14-05-43_256.jpg,12,16,6,1,0,0,5,0,0,53,0,0,0,0,0,5,0,0
1_2,1,2,5.82168,1.28016,1.0668,0.976333333,47.63037659,-122.3989539,6,1.030770421,0.5708,0.575283925,2022_10_06_14-05-43_416.jpg,0,1,0,1,0,0,1,0,0,56,33,0,0,8,0,0,0,0
1_3,1,3,5.69976,1.28016,0.48768,0.9451,47.63046369,-122.3984852,3,0.793807481,0.511966701,0.722554707,2022_10_06_14-23-32_40.jpg,0,0,24,0,0,0,0,0,0,36,2,0,0,0,0,0,0,0
1_3,1,3,5.45592,1.28016,0.48768,1.015555556,47.63045158,-122.3988192,6,1.522692536,0.744834711,0.849830885,2022_10_06_14-23-32_256.jpg,0,14,10,2,0,0,0,0,0,34,22,0,0,6,0,0,0,0
1_3,1,3,5.60832,1.28016,0.48768,0.912333333,47.6304657,-122.3987108,4,0.488293503,0.22,0.352229308,2022_10_06_14-23-32_192.jpg,2,0,0,0,0,0,0,0,0,88,0,0,0,6,0,0,4,0
1_3,1,3,5.54736,1.28016,0.48768,0.9867,47.63046908,-122.3986752,3,0.447062054,0.224609375,0.406933419,2022_10_06_14-23-32_168.jpg,0,0,6,2,0,0,0,0,0,56,0,0,0,0,0,0,0,0
1_3,1,3,5.51688,1.28016,0.48768,1.038888889,47.6304736,-122.398632,2,0.299959552,0.161975309,0.432750159,2022_10_06_14-23-32_136.jpg,0,0,8,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0
1_3,1,3,5.88264,1.28016,0.48768,0.938444444,47.6304512,-122.3984298,7,1.175815019,0.539775094,0.604249389,2022_10_06_14-23-32_0.jpg,0,16,4,4,0,0,0,0,0,64,4,0,0,4,0,2,0,0
1_3,1,3,5.69976,1.28016,0.48768,0.916777778,47.6304778,-122.3985758,4,0.618603179,0.303402647,0.446227869,2022_10_06_14-23-32_104.jpg,0,2,10,0,0,0,0,0,0,76,0,0,0,0,0,0,0,4
1_3,1,3,5.60832,1.28016,0.48768,0.966444444,47.63046946,-122.3986533,7,1.272608905,0.576527853,0.653991607,2022_10_06_14-23-32_152.jpg,0,8,8,2,0,0,8,0,0,54,2,0,0,0,0,4,0,0
1_3,1,3,5.6388,1.28016,0.48768,0.869777778,47.63046268,-122.398728,5,0.700645377,0.313148789,0.43533545,2022_10_06_14-23-32_200.jpg,0,0,0,0,0,0,0,0,0,56,2,4,0,0,2,0,4,0
1_3,1,3,5.69976,1.28016,0.48768,1.002555556,47.6304602,-122.3984728,4,0.821384841,0.414256198,0.592503918,2022_10_06_14-23-32_32.jpg,0,10,8,4,0,0,0,0,0,66,0,0,0,0,0,0,0,0
1_3,1,3,5.4864,1.28016,0.48768,1.060888889,47.63047708,-122.3986171,7,0.882046387,0.395265789,0.453282176,2022_10_06_14-23-32_128.jpg,2,10,0,0,1,0,6,0,0,76,0,0,0,3,0,0,0,1
1_3,1,3,5.82168,1.28016,0.48768,0.910222222,47.63045569,-122.3984544,7,1.245694119,0.5776,0.640160143,2022_10_06_14-23-32_16.jpg,0,8,16,6,0,0,2,0,0,62,4,0,0,0,0,0,2,0
1_3,1,3,5.6388,1.28016,0.48768,0.930888889,47.63047826,-122.3986001,6,0.815354484,0.383838384,0.455058002,2022_10_06_14-23-32_120.jpg,1,1,0,0,1,0,8,0,0,51,4,0,0,0,0,0,0,0
1_3,1,3,5.69976,1.28016,0.48768,0.951888889,47.63047391,-122.3985294,5,0.739112344,0.3464,0.45923632,2022_10_06_14-23-32_72.jpg,0,8,2,0,0,0,0,0,0,80,2,0,0,0,0,8,0,0
1_3,1,3,5.45592,1.28016,0.48768,0.9967,47.63044973,-122.3988295,4,0.531541755,0.258680556,0.383426327,2022_10_06_14-23-32_264.jpg,0,10,2,0,0,0,0,0,0,82,0,0,0,2,0,0,0,0
1_3,1,3,5.57784,1.28016,0.48768,0.919111111,47.63046926,-122.3986648,7,0.987816905,0.448347107,0.50763747,2022_10_06_14-23-32_160.jpg,2,2,12,0,0,0,4,0,0,64,2,0,0,2,0,0,0,0
1_3,1,3,5.45592,1.28016,0.48768,0.943,47.63044812,-122.3988657,8,1.581139639,0.739229025,0.760367439,2022_10_06_14-23-32_288.jpg,2,14,32,2,0,0,0,0,0,24,4,0,0,2,0,0,4,0
