"dataset","variable","display_name","key","site","season","depth","transect","diver_value","rov_value","z_diver","z_rov","dz"
"percent-cover, all seasons","combined_green_algae","Green algae cover","EBM_3_winter","Elliott_Bay_Marina","winter","deep",3,0,0,-0.617603363844932,-0.569229397464354,-0.0483739663805787
"percent-cover, all seasons","combined_green_algae","Green algae cover","EBM_4_winter","Elliott_Bay_Marina","winter","shallow",4,0,0,-0.617603363844932,-0.569229397464354,-0.0483739663805787
"percent-cover, all seasons","combined_green_algae","Green algae cover","EBM_5_winter","Elliott_Bay_Marina","winter","shallow",5,0,0,-0.617603363844932,-0.569229397464354,-0.0483739663805787
"percent-cover, all seasons","combined_green_algae","Green algae cover","EBM_6_winter","Elliott_Bay_Marina","winter","shallow",6,0,0,-0.617603363844932,-0.569229397464354,-0.0483739663805787
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_1_summer","Centennial_Park","summer","deep",1,0,0,-0.908321176306961,-0.777783095921575,-0.130538080385386
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_2_summer","Centennial_Park","summer","deep",2,0,0,-0.908321176306961,-0.777783095921575,-0.130538080385386
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_3_summer","Centennial_Park","summer","deep",3,0,0,-0.908321176306961,-0.777783095921575,-0.130538080385386
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_4_summer","Centennial_Park","summer","shallow",4,0,0,-0.908321176306961,-0.777783095921575,-0.130538080385386
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_5_summer","Centennial_Park","summer","shallow",5,0,0,-0.908321176306961,-0.777783095921575,-0.130538080385386
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_6_summer","Centennial_Park","summer","shallow",6,0,0,-0.908321176306961,-0.777783095921575,-0.130538080385386
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_1_winter","Centennial_Park","winter","deep",1,0,0,-0.908321176306961,-0.777783095921575,-0.130538080385386
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_2_winter","Centennial_Park","winter","deep",2,0,0,-0.908321176306961,-0.777783095921575,-0.130538080385386
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_3_winter","Centennial_Park","winter","deep",3,0,0,-0.908321176306961,-0.777783095921575,-0.130538080385386
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_4_winter","Centennial_Park","winter","shallow",4,0.033,0.001,-0.665775535162283,-0.760905343388015,0.0951298082257312
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_5_winter","Centennial_Park","winter","shallow",5,0,0,-0.908321176306961,-0.777783095921575,-0.130538080385386
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","CP_6_winter","Centennial_Park","winter","shallow",6,0,0,-0.908321176306961,-0.777783095921575,-0.130538080385386
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_1_summer","Elliott_Bay_Marina","summer","deep",1,0.267,0.044,1.05409355659088,-0.0351619844449175,1.0892555410358
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_2_summer","Elliott_Bay_Marina","summer","deep",2,0.2,0.027,0.561652406388053,-0.322083777515444,0.883736183903498
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_3_summer","Elliott_Bay_Marina","summer","deep",3,0.233,0.036,0.80419804753273,-0.170184004713401,0.974382052246131
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_4_summer","Elliott_Bay_Marina","summer","shallow",4,0.133,0.074,0.0692112561852236,0.471170591561894,-0.401959335376671
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_5_summer","Elliott_Bay_Marina","summer","shallow",5,0.267,0.15,1.05409355659088,1.75387978411248,-0.699786227521602
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_6_summer","Elliott_Bay_Marina","summer","shallow",6,0.3,0.155,1.29663919773556,1.83826854678029,-0.541629349044727
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_1_winter","Elliott_Bay_Marina","winter","deep",1,0.2,0.071,0.561652406388053,0.420537333961213,0.14111507242684
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_2_winter","Elliott_Bay_Marina","winter","deep",2,0.233,0.06,0.80419804753273,0.234882056092049,0.569315991440682
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_3_winter","Elliott_Bay_Marina","winter","deep",3,0.2,0.105,0.561652406388053,0.994380920102267,-0.432728513714214
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_4_winter","Elliott_Bay_Marina","winter","shallow",4,0.233,0.103,0.80419804753273,0.960625415035146,-0.156427367502415
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_5_winter","Elliott_Bay_Marina","winter","shallow",5,0.467,0.084,2.5240671392859,0.639948116897499,1.8841190223884
"percent-cover, all seasons","cover_crustose_coralline","Crustose coralline algae (CCA)","EBM_6_winter","Elliott_Bay_Marina","winter","shallow",6,0.2,0.196,0.561652406388053,2.53025640065626,-1.96860399426821
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","CP_1_summer","Centennial_Park","summer","deep",1,0,0.012,-0.924200661755956,-0.908112799394409,-0.0160878623615468
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","CP_2_summer","Centennial_Park","summer","deep",2,0,0.01,-0.924200661755956,-0.919278120698439,-0.0049225410575171
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","CP_3_summer","Centennial_Park","summer","deep",3,0,0.013,-0.924200661755956,-0.902530138742394,-0.0216705230135616
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","CP_4_summer","Centennial_Park","summer","shallow",4,0,0.023,-0.924200661755956,-0.846703532222246,-0.0774971295337096
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","CP_5_summer","Centennial_Park","summer","shallow",5,0,0.027,-0.924200661755956,-0.824372889614187,-0.0998277721417689
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","CP_6_summer","Centennial_Park","summer","shallow",6,0,0.023,-0.924200661755956,-0.846703532222246,-0.0774971295337096
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","CP_1_winter","Centennial_Park","winter","deep",1,0,0.014,-0.924200661755956,-0.89694747809038,-0.0272531836655764
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","CP_2_winter","Centennial_Park","winter","deep",2,0,0.004,-0.924200661755956,-0.952774084610528,0.0285734228545718
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","CP_3_winter","Centennial_Park","winter","deep",3,0,0.005,-0.924200661755956,-0.947191423958513,0.0229907622025569
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","CP_4_winter","Centennial_Park","winter","shallow",4,0,0.03,-0.924200661755956,-0.807624907658143,-0.116575754097813
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","CP_5_winter","Centennial_Park","winter","shallow",5,0,0.053,-0.924200661755956,-0.679223712661802,-0.244976949094154
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","CP_6_winter","Centennial_Park","winter","shallow",6,0,0.019,-0.924200661755956,-0.869034174830306,-0.0551664869256503
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","EBM_1_summer","Elliott_Bay_Marina","summer","deep",1,0.967,0.174,1.25689034475535,-0.00372177376800993,1.26061211852336
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","EBM_2_summer","Elliott_Bay_Marina","summer","deep",2,0.9,0.182,1.10577028535902,0.0409395114481086,1.06483077391091
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","EBM_3_summer","Elliott_Bay_Marina","summer","deep",3,0.767,0.156,0.805785689840916,-0.104209665504276,0.909995355345192
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","EBM_4_summer","Elliott_Bay_Marina","summer","shallow",4,1,0.361,1.33132261281624,1.04023576815876,0.291086844657477
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","EBM_5_summer","Elliott_Bay_Marina","summer","shallow",5,0.866,0.411,1.02908249402356,1.3193688007595,-0.290286306735937
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","EBM_6_summer","Elliott_Bay_Marina","summer","shallow",6,1,0.357,1.33132261281624,1.0179051255507,0.313417487265536
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","EBM_1_winter","Elliott_Bay_Marina","winter","deep",1,0.5,0.326,0.20356097553014,0.844842645338241,-0.641281669808101
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","EBM_2_winter","Elliott_Bay_Marina","winter","deep",2,0.634,0.421,0.505801094322814,1.37519540727965,-0.869394312956834
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","EBM_3_winter","Elliott_Bay_Marina","winter","deep",3,0.367,0.286,-0.0964236199879613,0.621536219257649,-0.71795983924561
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","EBM_4_winter","Elliott_Bay_Marina","winter","shallow",4,1,0.48,1.33132261281624,1.70457238574852,-0.373249772932286
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","EBM_5_winter","Elliott_Bay_Marina","winter","shallow",5,0.9,0.524,1.10577028535902,1.95020945443717,-0.844439169078157
"percent-cover, all seasons","combined_substrate_boulder","Boulder substrate","EBM_6_winter","Elliott_Bay_Marina","winter","shallow",6,0.933,0.281,1.1802025534199,0.593622915997575,0.586579637422325
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_1_summer","Centennial_Park","summer","deep",1,0.1,0.05,0.758530239045125,0.94720965021183,-0.188679411166705
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_2_summer","Centennial_Park","summer","deep",2,0,0.03,-0.512749491198101,0.102115538498673,-0.614865029696774
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_3_summer","Centennial_Park","summer","deep",3,0,0.045,-0.512749491198101,0.73593612228354,-1.24868561348164
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_4_summer","Centennial_Park","summer","shallow",4,0,0.052,-0.512749491198101,1.03171906138315,-1.54446855258125
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_5_summer","Centennial_Park","summer","shallow",5,0.2,0.04,2.02980996928835,0.524662594355251,1.5051473749331
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_6_summer","Centennial_Park","summer","shallow",6,0.3,0.026,3.30108969953157,-0.0669032838439583,3.36799298337553
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_1_winter","Centennial_Park","winter","deep",1,0,0.064,-0.512749491198101,1.53877552841104,-2.05152501960914
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_2_winter","Centennial_Park","winter","deep",2,0,0.033,-0.512749491198101,0.228879655255647,-0.741629146453747
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_3_winter","Centennial_Park","winter","deep",3,0,0.039,-0.512749491198101,0.482407888769594,-0.995157379967694
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_4_winter","Centennial_Park","winter","shallow",4,0,0.056,-0.512749491198101,1.20073788372578,-1.71348737492388
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_5_winter","Centennial_Park","winter","shallow",5,0,0.081,-0.512749491198101,2.25710552336722,-2.76985501456532
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","CP_6_winter","Centennial_Park","winter","shallow",6,0.067,0.056,0.33900792806486,1.20073788372578,-0.861729955660917
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_1_summer","Elliott_Bay_Marina","summer","deep",1,0,0.015,-0.512749491198101,-0.531705045286194,0.0189555540880936
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_2_summer","Elliott_Bay_Marina","summer","deep",2,0,0.001,-0.512749491198101,-1.1232709234854,0.610521432287303
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_3_summer","Elliott_Bay_Marina","summer","deep",3,0,0.007,-0.512749491198101,-0.869742689971457,0.356993198773356
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_4_summer","Elliott_Bay_Marina","summer","shallow",4,0,0.006,-0.512749491198101,-0.911997395557115,0.399247904359014
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_5_summer","Elliott_Bay_Marina","summer","shallow",5,0,0,-0.512749491198101,-1.16552562907106,0.652776137872961
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_6_summer","Elliott_Bay_Marina","summer","shallow",6,0,0.004,-0.512749491198101,-0.996506806728431,0.48375731553033
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_1_winter","Elliott_Bay_Marina","winter","deep",1,0.067,0.013,0.33900792806486,-0.61621445645751,0.95522238452237
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_2_winter","Elliott_Bay_Marina","winter","deep",2,0.067,0.008,0.33900792806486,-0.827487984385799,1.16649591245066
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_3_winter","Elliott_Bay_Marina","winter","deep",3,0.167,0.024,1.61028765830809,-0.151412695015274,1.76170035332336
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_4_winter","Elliott_Bay_Marina","winter","shallow",4,0,0.003,-0.512749491198101,-1.03876151231409,0.526012021115988
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_5_winter","Elliott_Bay_Marina","winter","shallow",5,0,0.002,-0.512749491198101,-1.08101621789975,0.568266726701645
"percent-cover, all seasons","substrate_rock_.15.25cm.wa.","Rock, 15-25 cm (cobble) substrate","EBM_6_winter","Elliott_Bay_Marina","winter","shallow",6,0,0.007,-0.512749491198101,-0.869742689971457,0.356993198773356
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","CP_1_summer","Centennial_Park","summer","deep",1,0.767,0.383,1.51721872221779,0.785860991465877,0.731357730751912
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","CP_2_summer","Centennial_Park","summer","deep",2,0.7,0.399,1.30083843793165,0.850081170381156,0.450757267550495
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","CP_3_summer","Centennial_Park","summer","deep",3,0.8,0.643,1.62379408611992,1.82943889883916,-0.205644812719247
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","CP_4_summer","Centennial_Park","summer","shallow",4,0.8,0.127,1.62379408611992,-0.24166187117859,1.86545595729851
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","CP_5_summer","Centennial_Park","summer","shallow",5,0.5,0.046,0.65492714155512,-0.56677652693719,1.22170366849231
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","CP_6_summer","Centennial_Park","summer","shallow",6,0.333,0.084,0.115591209080717,-0.414253602013402,0.529844811094119
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","CP_1_winter","Centennial_Park","winter","deep",1,0.633,0.606,1.08445815364551,1.68092973509758,-0.596471581452067
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","CP_2_winter","Centennial_Park","winter","deep",2,0.567,0.583,0.871307425841258,1.58861322790687,-0.717305802065608
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","CP_3_winter","Centennial_Park","winter","deep",3,0.6,0.751,0.977882789743385,2.2629251065173,-1.28504231677391
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","CP_4_winter","Centennial_Park","winter","shallow",4,0.467,0.394,0.548351777652992,0.830012364470131,-0.281660586817139
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","CP_5_winter","Centennial_Park","winter","shallow",5,0.4,0.193,0.331971493366855,0.023246366846937,0.308725126519918
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","CP_6_winter","Centennial_Park","winter","shallow",6,0.367,0.245,0.225396129464727,0.231961948321594,-0.00656581885686736
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","EBM_1_summer","Elliott_Bay_Marina","summer","deep",1,0,0.003,-0.959851099386207,-0.739368257772003,-0.220482841614205
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","EBM_2_summer","Elliott_Bay_Marina","summer","deep",2,0,0.001,-0.959851099386207,-0.747395780136413,-0.212455319249795
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","EBM_3_summer","Elliott_Bay_Marina","summer","deep",3,0,0.001,-0.959851099386207,-0.747395780136413,-0.212455319249795
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","EBM_4_summer","Elliott_Bay_Marina","summer","shallow",4,0,0.001,-0.959851099386207,-0.747395780136413,-0.212455319249795
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","EBM_5_summer","Elliott_Bay_Marina","summer","shallow",5,0,0,-0.959851099386207,-0.751409541318618,-0.20844155806759
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","EBM_6_summer","Elliott_Bay_Marina","summer","shallow",6,0,0.001,-0.959851099386207,-0.747395780136413,-0.212455319249795
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","EBM_1_winter","Elliott_Bay_Marina","winter","deep",1,0.067,0.021,-0.74347081510007,-0.667120556492314,-0.0763502586077556
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","EBM_2_winter","Elliott_Bay_Marina","winter","deep",2,0.033,0.002,-0.85327573548408,-0.743382018954208,-0.109893716529872
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","EBM_3_winter","Elliott_Bay_Marina","winter","deep",3,0.066,0.007,-0.746700371581952,-0.723313213043183,-0.023387158538769
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","EBM_4_winter","Elliott_Bay_Marina","winter","shallow",4,0,0.002,-0.959851099386207,-0.743382018954208,-0.216469080432
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","EBM_5_winter","Elliott_Bay_Marina","winter","shallow",5,0.033,0,-0.85327573548408,-0.751409541318618,-0.101866194165462
"percent-cover, all seasons","combined_substrate_pebble","Pebble substrate","EBM_6_winter","Elliott_Bay_Marina","winter","shallow",6,0,0,-0.959851099386207,-0.751409541318618,-0.20844155806759
"percent-cover, all seasons","substrate_sand","Sand substrate","CP_1_summer","Centennial_Park","summer","deep",1,0.067,0.011,-0.33067755105272,-0.451945362627538,0.121267811574818
"percent-cover, all seasons","substrate_sand","Sand substrate","CP_2_summer","Centennial_Park","summer","deep",2,0.3,0.021,1.21802334131479,-0.297213712084586,1.51523705339938
"percent-cover, all seasons","substrate_sand","Sand substrate","CP_3_summer","Centennial_Park","summer","deep",3,0.2,0.008,0.553344846736461,-0.498364857790423,1.05170970452688
