"key","SU","site","transect","depth","depth_site_span","depth_transect_span","altitude","GPS_x","GPS_y","img_name","cup_SI","anem_SI","bivalve_SI","CaCuc_MS","crab_MS","CucEmb_SI","encru_SI","gastro_MS","HydBry_SI","KelpBry_SI","scallop_SI","SponSol_SI","SStar_MS","TunSol_SI","urchin_MS","shell_SU","SS_SU","bould_SU","cob_SU","concr_SU","lgshell_SU","peb_SU","reef_SU","wood_SU","anth_SU","fish_MS","glass_SU","metal_SU","poly_SU","UNIdent","X3rib_KE","X5rib_KE","art_CA","branch_RE","broad_KE","bullBL_KE","bullST_KE","bushy_RE","cabb_KE","coland_KE","cord_KE","crust_CA","DiRet_KE","feath_KE","filam_BR","filam_RE","FlatAci_BR","fucus_BR","giant_KE","holdfas_BR","LaEph_KE","LaLoSi_KE","leaf_RE","palm_KE","ribbn_KE","sargass_BR","senes_AL","senes_RE","split_KE","stalk_KE","strap_KE","StriAci_BR","sugar_KE","ulva_GR","undaria_BR","unk_BR","unk_RE","eel_SG","surf_SG"
"1_1",42,1,1,6.4008,1.28016,1.09728,0.936666667,47.6302734,-122.3982933,"2022_10_06_13-50-40_40.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3,2,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
"1_1",52,1,1,5.6388,1.28016,1.09728,1.047,47.63033169,-122.3989541,"2022_10_06_13-50-40_472.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0
"1_1",46,1,1,5.42544,1.28016,1.09728,0.9181,47.63032538,-122.3988719,"2022_10_06_13-50-40_424.jpg",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,9,4,4,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,44,3,0,0,0,0,0
"1_1",49,1,1,5.60832,1.28016,1.09728,0.960888889,47.63032863,-122.3989148,"2022_10_06_13-50-40_448.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0
"1_1",38,1,1,5.76072,1.28016,1.09728,1.012,47.63031929,-122.3987944,"2022_10_06_13-50-40_368.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,14,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,0,0,0,0,0
"1_1",22,1,1,5.91312,1.28016,1.09728,0.9673,47.63030448,-122.3986124,"2022_10_06_13-50-40_248.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,1,0,0,0
"1_1",10,1,1,6.00456,1.28016,1.09728,0.991333333,47.63029563,-122.3984757,"2022_10_06_13-50-40_160.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,0,0
"1_1",54,1,1,5.6388,1.28016,1.09728,1.0624,47.63033309,-122.3989724,"2022_10_06_13-50-40_480.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84,3,0,0,0,0,0
"1_1",3,1,1,6.03504,1.28016,1.09728,1.039111111,47.63028532,-122.398393,"2022_10_06_13-50-40_112.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,6,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,22,0,0,0
"1_1",23,1,1,5.9436,1.28016,1.09728,1.008777778,47.63030583,-122.3986279,"2022_10_06_13-50-40_256.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,1,0,0,0
"1_1",57,1,1,6.33984,1.28016,1.09728,0.970777778,47.63027668,-122.3983229,"2022_10_06_13-50-40_64.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,1,0,0,4,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0
"1_1",35,1,1,5.7912,1.28016,1.09728,0.929111111,47.63031651,-122.3987578,"2022_10_06_13-50-40_344.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0
"1_1",43,1,1,5.73024,1.28016,1.09728,0.978,47.63032278,-122.3988383,"2022_10_06_13-50-40_400.jpg",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
"1_1",39,1,1,5.73024,1.28016,1.09728,1.041666667,47.63031993,-122.3988029,"2022_10_06_13-50-40_376.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,0,0,0,0,0
"1_1",7,1,1,6.18744,1.28016,1.09728,1.022777778,47.63029282,-122.3984527,"2022_10_06_13-50-40_144.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,7,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,0,4,0,0,1
"1_1",17,1,1,5.97408,1.28016,1.09728,1.045222222,47.63030229,-122.3985628,"2022_10_06_13-50-40_216.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,0,7,0,0,0
"1_1",19,1,1,6.06552,1.28016,1.09728,0.871,47.63030291,-122.3985889,"2022_10_06_13-50-40_232.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,4,0,0,0
"1_1",62,1,1,6.2484,1.28016,1.09728,0.9608,47.63028217,-122.3983673,"2022_10_06_13-50-40_96.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,1,1,0,0,7,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
"1_1",2,1,1,6.27888,1.28016,1.09728,0.933333333,47.63028363,-122.3983792,"2022_10_06_13-50-40_104.jpg",0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,8,5,0,6,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2,0,2,0,0,0
"1_1",60,1,1,6.2484,1.28016,1.09728,1.013555556,47.63027941,-122.3983449,"2022_10_06_13-50-40_80.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,1,0,7,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,0,0
"1_1",50,1,1,5.60832,1.28016,1.09728,1.055777778,47.63032966,-122.398927,"2022_10_06_13-50-40_456.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0
"1_1",56,1,1,6.33984,1.28016,1.09728,0.973555556,47.63027512,-122.3983102,"2022_10_06_13-50-40_56.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,4,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0,0,0,0,0
"1_1",40,1,1,5.69976,1.28016,1.09728,1.025111111,47.63032097,-122.3988154,"2022_10_06_13-50-40_384.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,2,0,0,8,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,0,0,0,0,0
"1_1",26,1,1,5.88264,1.28016,1.09728,0.9532,47.63030853,-122.3986584,"2022_10_06_13-50-40_280.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,5,0,0,0
"1_1",27,1,1,6.00456,1.28016,1.09728,0.969111111,47.63030952,-122.3986698,"2022_10_06_13-50-40_288.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,4,0,0,0
"1_1",37,1,1,5.82168,1.28016,1.09728,1.024555556,47.63031843,-122.3987833,"2022_10_06_13-50-40_360.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,1,0,19,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,0,0,0,0,0
"1_1",36,1,1,5.7912,1.28016,1.09728,1.018222222,47.63031752,-122.3987708,"2022_10_06_13-50-40_352.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,8,0,0,0,0,0
"1_1",13,1,1,5.9436,1.28016,1.09728,1.002222222,47.63030051,-122.3985163,"2022_10_06_13-50-40_184.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,5,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0,9,0,0,0
"1_1",51,1,1,5.60832,1.28016,1.09728,1.129111111,47.63033068,-122.3989407,"2022_10_06_13-50-40_464.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0
"1_1",59,1,1,6.46176,1.28016,1.09728,0.9858,47.63026891,-122.3982495,"2022_10_06_13-50-40_8.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,7,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2,0,5,0,0,0
"1_1",30,1,1,5.91312,1.28016,1.09728,0.969111111,47.63031317,-122.3987124,"2022_10_06_13-50-40_312.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,3,0,3,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,1,0,0,0
"1_1",53,1,1,6.33984,1.28016,1.09728,1.003222222,47.63027427,-122.3983026,"2022_10_06_13-50-40_48.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,8,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,5,0,0,0
"1_1",18,1,1,5.91312,1.28016,1.09728,1.068111111,47.63030245,-122.3985749,"2022_10_06_13-50-40_224.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,6,0,1,0,0,0
"1_1",33,1,1,5.91312,1.28016,1.09728,0.969666667,47.6303148,-122.3987363,"2022_10_06_13-50-40_328.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,0,1,0,0,0
"1_1",12,1,1,6.00456,1.28016,1.09728,1.036666667,47.6302991,-122.3985031,"2022_10_06_13-50-40_176.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,1,1,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0
"1_1",4,1,1,6.096,1.28016,1.09728,1.037222222,47.63028698,-122.3984065,"2022_10_06_13-50-40_120.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,0,0,0,0,0
"1_2",115,1,2,6.18744,1.28016,1.0668,0.924222222,47.63037761,-122.3984581,"2022_10_06_14-05-43_80.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,4,0,12,0,0,0
"1_2",97,1,2,5.76072,1.28016,1.0668,0.957111111,47.63037634,-122.3988568,"2022_10_06_14-05-43_344.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,3,0,0,8,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,4,0,0,0,0,0
"1_2",66,1,2,6.15696,1.28016,1.0668,0.914444444,47.63037507,-122.3985218,"2022_10_06_14-05-43_120.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2,0,0,0,0,0
"1_2",90,1,2,5.73024,1.28016,1.0668,0.835333333,47.630376,-122.3987833,"2022_10_06_14-05-43_296.jpg",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0
"1_2",76,1,2,6.00456,1.28016,1.0668,0.959,47.63037755,-122.39863,"2022_10_06_14-05-43_192.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,11,0,0,0,0,0
"1_2",84,1,2,5.85216,1.28016,1.0668,1.004222222,47.63037903,-122.3987139,"2022_10_06_14-05-43_248.jpg",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,5,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,0,0,0,0,0
"1_2",109,1,2,5.85216,1.28016,1.0668,0.986,47.63037714,-122.3989752,"2022_10_06_14-05-43_432.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,81,10,0,0,0,0,0
"1_2",89,1,2,5.82168,1.28016,1.0668,0.928555556,47.63037628,-122.3987678,"2022_10_06_14-05-43_288.jpg",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,74,1,0,0,0,0,0
"1_2",68,1,2,6.12648,1.28016,1.0668,0.973555556,47.63037585,-122.3985432,"2022_10_06_14-05-43_136.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0
"1_2",98,1,2,5.85216,1.28016,1.0668,0.949777778,47.63037634,-122.3988666,"2022_10_06_14-05-43_352.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,0,0,0
"1_2",95,1,2,5.7912,1.28016,1.0668,0.963666667,47.63037634,-122.3988372,"2022_10_06_14-05-43_328.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,73,1,0,3,0,0,0
"1_2",96,1,2,5.82168,1.28016,1.0668,0.978444444,47.63037634,-122.3988514,"2022_10_06_14-05-43_336.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,11,0,0,0,0,0
"1_2",74,1,2,6.03504,1.28016,1.0668,1.006222222,47.63037705,-122.3986021,"2022_10_06_14-05-43_176.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,8,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0
"1_2",78,1,2,5.97408,1.28016,1.0668,0.975111111,47.63037783,-122.3986494,"2022_10_06_14-05-43_208.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,0,0,0
