image_name,midpoint_row,midpoint_column,left_column,right_column,top_row,bottom_row,patch_size,label_code,label_name,machine_prediction,confidence
image_1.jpg,3339,1196,1084,1308,3227,3451,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,3718,1196,1084,1308,3606,3830,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,312,1639,1527,1751,200,424,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,690,1639,1527,1751,578,802,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,1068,1639,1527,1751,956,1180,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,1447,1639,1527,1751,1335,1559,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,1825,1639,1527,1751,1713,1937,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,2204,1639,1527,1751,2092,2316,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,2582,1639,1527,1751,2470,2694,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,2961,1639,1527,1751,2849,3073,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,3339,1639,1527,1751,3227,3451,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,3718,1639,1527,1751,3606,3830,224,RE_bush,red_algae_bushy,RE_bush,0.944
image_1.jpg,312,2081,1969,2193,200,424,224,SU_sand,sand_fine_shell,manual_update,1
image_1.jpg,690,2081,1969,2193,578,802,224,SU_silt,silt,SU_silt,0.98
image_1.jpg,1068,2081,1969,2193,956,1180,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,1447,2081,1969,2193,1335,1559,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,1825,2081,1969,2193,1713,1937,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,2204,2081,1969,2193,2092,2316,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,2582,2081,1969,2193,2470,2694,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,2961,2081,1969,2193,2849,3073,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,3339,2081,1969,2193,3227,3451,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,3718,2081,1969,2193,3606,3830,224,GR_ulva,green_algae_ulva,manual_update,1
image_1.jpg,312,2524,2412,2636,200,424,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,690,2524,2412,2636,578,802,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,1068,2524,2412,2636,956,1180,224,RE_bush,red_algae_bushy,RE_bush,0.999
image_1.jpg,1447,2524,2412,2636,1335,1559,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,1825,2524,2412,2636,1713,1937,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,2204,2524,2412,2636,2092,2316,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,2582,2524,2412,2636,2470,2694,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,2961,2524,2412,2636,2849,3073,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,3339,2524,2412,2636,3227,3451,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,3718,2524,2412,2636,3606,3830,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,312,2966,2854,3078,200,424,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,690,2966,2854,3078,578,802,224,SU_sand,sand_fine_shell,manual_update,1
image_1.jpg,1068,2966,2854,3078,956,1180,224,RE_bush,red_algae_bushy,manual_update,1
image_1.jpg,1447,2966,2854,3078,1335,1559,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,1825,2966,2854,3078,1713,1937,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,2204,2966,2854,3078,2092,2316,224,GR_ulva,green_algae_ulva,GR_ulva,0.917
image_1.jpg,2582,2966,2854,3078,2470,2694,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,2961,2966,2854,3078,2849,3073,224,RE_bush,red_algae_bushy,RE_bush,1
image_1.jpg,3339,2966,2854,3078,3227,3451,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,3718,2966,2854,3078,3606,3830,224,GR_ulva,green_algae_ulva,GR_ulva,0.95
image_1.jpg,312,3409,3297,3521,200,424,224,KE_sugar,kelp_sugar,manual_update,1
image_1.jpg,690,3409,3297,3521,578,802,224,SU_silt,silt,SU_silt,0.92
image_1.jpg,1068,3409,3297,3521,956,1180,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,1447,3409,3297,3521,1335,1559,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,1825,3409,3297,3521,1713,1937,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,2204,3409,3297,3521,2092,2316,224,RE_leaf,red_algae_flat_leaf,manual_update,1
image_1.jpg,2582,3409,3297,3521,2470,2694,224,RE_leaf,red_algae_flat_leaf,manual_update,1
image_1.jpg,2961,3409,3297,3521,2849,3073,224,RE_leaf,red_algae_flat_leaf,manual_update,1
image_1.jpg,3339,3409,3297,3521,3227,3451,224,RE_leaf,red_algae_flat_leaf,manual_update,1
image_1.jpg,3718,3409,3297,3521,3606,3830,224,SU_silt,silt,manual_update,1
image_1.jpg,312,3851,3739,3963,200,424,224,SU_silt,silt,manual_update,1
image_1.jpg,690,3851,3739,3963,578,802,224,SU_silt,silt,SU_silt,0.98
image_1.jpg,1068,3851,3739,3963,956,1180,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,1447,3851,3739,3963,1335,1559,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,1825,3851,3739,3963,1713,1937,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,2204,3851,3739,3963,2092,2316,224,GR_ulva,green_algae_ulva,GR_ulva,0.995
image_1.jpg,2582,3851,3739,3963,2470,2694,224,GR_ulva,green_algae_ulva,manual_update,1
image_1.jpg,2961,3851,3739,3963,2849,3073,224,RE_leaf,red_algae_flat_leaf,manual_update,1
image_1.jpg,3339,3851,3739,3963,3227,3451,224,SU_silt,silt,SU_silt,1
image_1.jpg,3718,3851,3739,3963,3606,3830,224,SU_silt,silt,SU_silt,0.998
image_1.jpg,312,4294,4182,4406,200,424,224,KE_sugar,kelp_sugar,KE_sugar,0.945
image_1.jpg,690,4294,4182,4406,578,802,224,KE_sugar,kelp_sugar,manual_update,1
image_1.jpg,1068,4294,4182,4406,956,1180,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,1447,4294,4182,4406,1335,1559,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_1.jpg,1825,4294,4182,4406,1713,1937,224,GR_ulva,green_algae_ulva,manual_update,1
image_1.jpg,2204,4294,4182,4406,2092,2316,224,RE_leaf,red_algae_flat_leaf,manual_update,1
image_1.jpg,2582,4294,4182,4406,2470,2694,224,RE_leaf,red_algae_flat_leaf,RE_leaf,0.999
image_1.jpg,2961,4294,4182,4406,2849,3073,224,RE_leaf,red_algae_flat_leaf,manual_update,1
image_1.jpg,3339,4294,4182,4406,3227,3451,224,GR_ulva,green_algae_ulva,GR_ulva,0.999
image_1.jpg,3718,4294,4182,4406,3606,3830,224,GR_ulva,green_algae_ulva,GR_ulva,0.989
image_2.jpg,312,312,200,424,200,424,224,KE_sugar,kelp_sugar,KE_sugar,0.999
image_2.jpg,690,312,200,424,578,802,224,KE_sugar,kelp_sugar,KE_sugar,1
image_2.jpg,1068,312,200,424,956,1180,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,1447,312,200,424,1335,1559,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,1825,312,200,424,1713,1937,224,SU_bould,boulder,manual_update,1
image_2.jpg,2204,312,200,424,2092,2316,224,KE_sugar,kelp_sugar,KE_sugar,1
image_2.jpg,2582,312,200,424,2470,2694,224,KE_sugar,kelp_sugar,KE_sugar,0.992
image_2.jpg,2961,312,200,424,2849,3073,224,KE_sugar,kelp_sugar,KE_sugar,0.517
image_2.jpg,3339,312,200,424,3227,3451,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,3718,312,200,424,3606,3830,224,unknown,unknown_area,manual_update,1
image_2.jpg,312,754,642,866,200,424,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,690,754,642,866,578,802,224,KE_sugar,kelp_sugar,KE_sugar,0.557
image_2.jpg,1068,754,642,866,956,1180,224,KE_sugar,kelp_sugar,KE_sugar,1
image_2.jpg,1447,754,642,866,1335,1559,224,KE_sugar,kelp_sugar,KE_sugar,0.992
image_2.jpg,1825,754,642,866,1713,1937,224,GR_ulva,green_algae_ulva,GR_ulva,0.996
image_2.jpg,2204,754,642,866,2092,2316,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,2582,754,642,866,2470,2694,224,KE_sugar,kelp_sugar,KE_sugar,0.692
image_2.jpg,2961,754,642,866,2849,3073,224,KE_sugar,kelp_sugar,KE_sugar,0.644
image_2.jpg,3339,754,642,866,3227,3451,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,3718,754,642,866,3606,3830,224,GR_ulva,green_algae_ulva,manual_update,1
image_2.jpg,312,1196,1084,1308,200,424,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,690,1196,1084,1308,578,802,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_2.jpg,1068,1196,1084,1308,956,1180,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,1447,1196,1084,1308,1335,1559,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_2.jpg,1825,1196,1084,1308,1713,1937,224,GR_ulva,green_algae_ulva,GR_ulva,0.99
image_2.jpg,2204,1196,1084,1308,2092,2316,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,2582,1196,1084,1308,2470,2694,224,KE_sugar,kelp_sugar,KE_sugar,0.906
image_2.jpg,2961,1196,1084,1308,2849,3073,224,KE_sugar,kelp_sugar,KE_sugar,0.846
image_2.jpg,3339,1196,1084,1308,3227,3451,224,MS,mobile_species,manual_update,1
image_2.jpg,3718,1196,1084,1308,3606,3830,224,GR_ulva,green_algae_ulva,GR_ulva,0.981
image_2.jpg,312,1639,1527,1751,200,424,224,SU_bould,boulder,manual_update,1
image_2.jpg,690,1639,1527,1751,578,802,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_2.jpg,1068,1639,1527,1751,956,1180,224,KE_sugar,kelp_sugar,KE_sugar,0.877
image_2.jpg,1447,1639,1527,1751,1335,1559,224,KE_sugar,kelp_sugar,KE_sugar,0.52
image_2.jpg,1825,1639,1527,1751,1713,1937,224,GR_ulva,green_algae_ulva,GR_ulva,0.726
image_2.jpg,2204,1639,1527,1751,2092,2316,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,2582,1639,1527,1751,2470,2694,224,SU_peb,pebble,SU_peb,0.574
image_2.jpg,2961,1639,1527,1751,2849,3073,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,3339,1639,1527,1751,3227,3451,224,SU_bould,boulder,SU_bould,0.865
image_2.jpg,3718,1639,1527,1751,3606,3830,224,RE_branch,red_algae_branching,manual_update,1
image_2.jpg,312,2081,1969,2193,200,424,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,690,2081,1969,2193,578,802,224,GR_ulva,green_algae_ulva,manual_update,1
image_2.jpg,1068,2081,1969,2193,956,1180,224,KE_sugar,kelp_sugar,KE_sugar,0.981
image_2.jpg,1447,2081,1969,2193,1335,1559,224,KE_sugar,kelp_sugar,KE_sugar,0.992
image_2.jpg,1825,2081,1969,2193,1713,1937,224,KE_sugar,kelp_sugar,KE_sugar,0.996
image_2.jpg,2204,2081,1969,2193,2092,2316,224,KE_holdfas,kelp_holdfast,KE_holdfas,1
image_2.jpg,2582,2081,1969,2193,2470,2694,224,KE_sugar,kelp_sugar,KE_sugar,0.993
image_2.jpg,2961,2081,1969,2193,2849,3073,224,KE_sugar,kelp_sugar,KE_sugar,0.999
image_2.jpg,3339,2081,1969,2193,3227,3451,224,KE_sugar,kelp_sugar,KE_sugar,0.997
image_2.jpg,3718,2081,1969,2193,3606,3830,224,RE_branch,red_algae_branching,manual_update,1
image_2.jpg,312,2524,2412,2636,200,424,224,KE_sugar,kelp_sugar,KE_sugar,0.999
image_2.jpg,690,2524,2412,2636,578,802,224,SU_peb,pebble,manual_update,1
image_2.jpg,1068,2524,2412,2636,956,1180,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,1447,2524,2412,2636,1335,1559,224,KE_sugar,kelp_sugar,KE_sugar,0.992
image_2.jpg,1825,2524,2412,2636,1713,1937,224,SU_bould,boulder,manual_update,1
image_2.jpg,2204,2524,2412,2636,2092,2316,224,SU_cob,cobble,manual_update,1
image_2.jpg,2582,2524,2412,2636,2470,2694,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_2.jpg,2961,2524,2412,2636,2849,3073,224,GR_ulva,green_algae_ulva,GR_ulva,0.91
image_2.jpg,3339,2524,2412,2636,3227,3451,224,KE_sugar,kelp_sugar,KE_sugar,0.935
image_2.jpg,3718,2524,2412,2636,3606,3830,224,KE_sugar,kelp_sugar,KE_sugar,0.825
image_2.jpg,312,2966,2854,3078,200,424,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,690,2966,2854,3078,578,802,224,SU_peb,pebble,SU_peb,0.894
image_2.jpg,1068,2966,2854,3078,956,1180,224,SU_peb,pebble,SU_peb,0.99
image_2.jpg,1447,2966,2854,3078,1335,1559,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,1825,2966,2854,3078,1713,1937,224,KE_sugar,kelp_sugar,KE_sugar,1
image_2.jpg,2204,2966,2854,3078,2092,2316,224,KE_sugar,kelp_sugar,KE_sugar,0.974
image_2.jpg,2582,2966,2854,3078,2470,2694,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,2961,2966,2854,3078,2849,3073,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,3339,2966,2854,3078,3227,3451,224,KE_sugar,kelp_sugar,KE_sugar,0.744
image_2.jpg,3718,2966,2854,3078,3606,3830,224,KE_sugar,kelp_sugar,KE_sugar,0.921
image_2.jpg,312,3409,3297,3521,200,424,224,unknown,unknown_area,manual_update,1
image_2.jpg,690,3409,3297,3521,578,802,224,SU_peb,pebble,SU_peb,0.996
image_2.jpg,1068,3409,3297,3521,956,1180,224,SU_peb,pebble,SU_peb,0.939
image_2.jpg,1447,3409,3297,3521,1335,1559,224,SU_peb,pebble,SU_peb,0.658
image_2.jpg,1825,3409,3297,3521,1713,1937,224,KE_sugar,kelp_sugar,KE_sugar,0.809
image_2.jpg,2204,3409,3297,3521,2092,2316,224,KE_sugar,kelp_sugar,KE_sugar,1
image_2.jpg,2582,3409,3297,3521,2470,2694,224,KE_sugar,kelp_sugar,KE_sugar,0.603
image_2.jpg,2961,3409,3297,3521,2849,3073,224,KE_sugar,kelp_sugar,KE_sugar,0.971
image_2.jpg,3339,3409,3297,3521,3227,3451,224,KE_sugar,kelp_sugar,KE_sugar,0.998
image_2.jpg,3718,3409,3297,3521,3606,3830,224,KE_sugar,kelp_sugar,KE_sugar,0.926
image_2.jpg,312,3851,3739,3963,200,424,224,KE_sugar,kelp_sugar,KE_sugar,0.993
image_2.jpg,690,3851,3739,3963,578,802,224,SU_peb,pebble,SU_peb,0.986
image_2.jpg,1068,3851,3739,3963,956,1180,224,KE_sugar,kelp_sugar,KE_sugar,0.983
image_2.jpg,1447,3851,3739,3963,1335,1559,224,KE_sugar,kelp_sugar,KE_sugar,0.996
image_2.jpg,1825,3851,3739,3963,1713,1937,224,GR_ulva,green_algae_ulva,manual_update,1
image_2.jpg,2204,3851,3739,3963,2092,2316,224,GR_ulva,green_algae_ulva,manual_update,1
image_2.jpg,2582,3851,3739,3963,2470,2694,224,KE_sugar,kelp_sugar,KE_sugar,0.994
image_2.jpg,2961,3851,3739,3963,2849,3073,224,KE_sugar,kelp_sugar,KE_sugar,0.943
image_2.jpg,3339,3851,3739,3963,3227,3451,224,KE_sugar,kelp_sugar,KE_sugar,0.986
image_2.jpg,3718,3851,3739,3963,3606,3830,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_2.jpg,312,4294,4182,4406,200,424,224,KE_sugar,kelp_sugar,manual_update,1
image_2.jpg,690,4294,4182,4406,578,802,224,RE_bush,red_algae_bushy,RE_bush,1
image_2.jpg,1068,4294,4182,4406,956,1180,224,KE_sugar,kelp_sugar,KE_sugar,0.709
image_2.jpg,1447,4294,4182,4406,1335,1559,224,unknown,unknown_area,manual_update,1
image_2.jpg,1825,4294,4182,4406,1713,1937,224,SU_bould,boulder,SU_bould,0.688
image_2.jpg,2204,4294,4182,4406,2092,2316,224,SU_bould,boulder,manual_update,1
image_2.jpg,2582,4294,4182,4406,2470,2694,224,KE_sugar,kelp_sugar,KE_sugar,0.999
image_2.jpg,2961,4294,4182,4406,2849,3073,224,KE_sugar,kelp_sugar,KE_sugar,1
image_2.jpg,3339,4294,4182,4406,3227,3451,224,GR_ulva,green_algae_ulva,manual_update,1
image_2.jpg,3718,4294,4182,4406,3606,3830,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,312,312,200,424,200,424,224,GR_ulva,green_algae_ulva,GR_ulva,0.998
image_3.jpg,690,312,200,424,578,802,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,1068,312,200,424,956,1180,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,1447,312,200,424,1335,1559,224,SU_peb,pebble,manual_update,1
image_3.jpg,1825,312,200,424,1713,1937,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,2204,312,200,424,2092,2316,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,2582,312,200,424,2470,2694,224,RE_leaf,red_algae_flat_leaf,RE_leaf,0.998
image_3.jpg,2961,312,200,424,2849,3073,224,GR_ulva,green_algae_ulva,manual_update,1
image_3.jpg,3339,312,200,424,3227,3451,224,GR_ulva,green_algae_ulva,GR_ulva,0.998
image_3.jpg,3718,312,200,424,3606,3830,224,GR_ulva,green_algae_ulva,GR_ulva,0.996
image_3.jpg,312,754,642,866,200,424,224,GR_ulva,green_algae_ulva,GR_ulva,0.879
image_3.jpg,690,754,642,866,578,802,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,1068,754,642,866,956,1180,224,SU_sand,sand_fine_shell,SU_sand,0.999
image_3.jpg,1447,754,642,866,1335,1559,224,SU_peb,pebble,manual_update,1
image_3.jpg,1825,754,642,866,1713,1937,224,GR_ulva,green_algae_ulva,GR_ulva,0.993
image_3.jpg,2204,754,642,866,2092,2316,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,2582,754,642,866,2470,2694,224,SU_peb,pebble,manual_update,1
image_3.jpg,2961,754,642,866,2849,3073,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,3339,754,642,866,3227,3451,224,GR_ulva,green_algae_ulva,GR_ulva,0.999
image_3.jpg,3718,754,642,866,3606,3830,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,312,1196,1084,1308,200,424,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,690,1196,1084,1308,578,802,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,1068,1196,1084,1308,956,1180,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,1447,1196,1084,1308,1335,1559,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,1825,1196,1084,1308,1713,1937,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,2204,1196,1084,1308,2092,2316,224,GR_ulva,green_algae_ulva,GR_ulva,0.995
image_3.jpg,2582,1196,1084,1308,2470,2694,224,SU_sand,sand_fine_shell,SU_sand,0.996
image_3.jpg,2961,1196,1084,1308,2849,3073,224,GR_ulva,green_algae_ulva,GR_ulva,0.969
image_3.jpg,3339,1196,1084,1308,3227,3451,224,SU_silt,silt,manual_update,1
image_3.jpg,3718,1196,1084,1308,3606,3830,224,KE_5rib,kelp_five_rib,manual_update,1
image_3.jpg,312,1639,1527,1751,200,424,224,RE_bush,red_algae_bushy,RE_bush,1
image_3.jpg,690,1639,1527,1751,578,802,224,GR_ulva,green_algae_ulva,GR_ulva,0.896
image_3.jpg,1068,1639,1527,1751,956,1180,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,1447,1639,1527,1751,1335,1559,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,1825,1639,1527,1751,1713,1937,224,SU_peb,pebble,manual_update,1
image_3.jpg,2204,1639,1527,1751,2092,2316,224,RE_bush,red_algae_bushy,RE_bush,1
image_3.jpg,2582,1639,1527,1751,2470,2694,224,KE_5rib,kelp_five_rib,manual_update,1
image_3.jpg,2961,1639,1527,1751,2849,3073,224,KE_5rib,kelp_five_rib,KE_5rib,1
image_3.jpg,3339,1639,1527,1751,3227,3451,224,KE_5rib,kelp_five_rib,KE_5rib,1
image_3.jpg,3718,1639,1527,1751,3606,3830,224,KE_5rib,kelp_five_rib,manual_update,1
image_3.jpg,312,2081,1969,2193,200,424,224,RE_bush,red_algae_bushy,RE_bush,0.984
image_3.jpg,690,2081,1969,2193,578,802,224,GR_ulva,green_algae_ulva,manual_update,1
image_3.jpg,1068,2081,1969,2193,956,1180,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,1447,2081,1969,2193,1335,1559,224,SU_sand,sand_fine_shell,manual_update,1
image_3.jpg,1825,2081,1969,2193,1713,1937,224,SU_peb,pebble,manual_update,1
image_3.jpg,2204,2081,1969,2193,2092,2316,224,KE_5rib,kelp_five_rib,KE_5rib,1
image_3.jpg,2582,2081,1969,2193,2470,2694,224,KE_5rib,kelp_five_rib,KE_5rib,1
image_3.jpg,2961,2081,1969,2193,2849,3073,224,KE_5rib,kelp_five_rib,KE_5rib,0.998
image_3.jpg,3339,2081,1969,2193,3227,3451,224,GR_ulva,green_algae_ulva,GR_ulva,0.98
image_3.jpg,3718,2081,1969,2193,3606,3830,224,RE_fil,red_algae_filamentous,manual_update,1
image_3.jpg,312,2524,2412,2636,200,424,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,690,2524,2412,2636,578,802,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,1068,2524,2412,2636,956,1180,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,1447,2524,2412,2636,1335,1559,224,RE_bush,red_algae_bushy,RE_bush,1
image_3.jpg,1825,2524,2412,2636,1713,1937,224,KE_5rib,kelp_five_rib,manual_update,1
image_3.jpg,2204,2524,2412,2636,2092,2316,224,KE_5rib,kelp_five_rib,KE_5rib,1
image_3.jpg,2582,2524,2412,2636,2470,2694,224,KE_5rib,kelp_five_rib,KE_5rib,0.995
image_3.jpg,2961,2524,2412,2636,2849,3073,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,3339,2524,2412,2636,3227,3451,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,3718,2524,2412,2636,3606,3830,224,SU_sand,sand_fine_shell,SU_sand,0.998
image_3.jpg,312,2966,2854,3078,200,424,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,690,2966,2854,3078,578,802,224,RE_bush,red_algae_bushy,RE_bush,1
image_3.jpg,1068,2966,2854,3078,956,1180,224,GR_ulva,green_algae_ulva,GR_ulva,0.954
image_3.jpg,1447,2966,2854,3078,1335,1559,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,1825,2966,2854,3078,1713,1937,224,KE_5rib,kelp_five_rib,KE_5rib,0.988
image_3.jpg,2204,2966,2854,3078,2092,2316,224,KE_sugar,kelp_sugar,KE_sugar,0.626
image_3.jpg,2582,2966,2854,3078,2470,2694,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,2961,2966,2854,3078,2849,3073,224,GR_ulva,green_algae_ulva,GR_ulva,1
image_3.jpg,3339,2966,2854,3078,3227,3451,224,RE_fil,red_algae_filamentous,manual_update,1
image_3.jpg,3718,2966,2854,3078,3606,3830,224,KE_sugar,kelp_sugar,manual_update,1
image_3.jpg,312,3409,3297,3521,200,424,224,GR_ulva,green_algae_ulva,manual_update,1
image_3.jpg,690,3409,3297,3521,578,802,224,RE_bush,red_algae_bushy,RE_bush,1
image_3.jpg,1068,3409,3297,3521,956,1180,224,RE_bush,red_algae_bushy,RE_bush,0.995
image_3.jpg,1447,3409,3297,3521,1335,1559,224,KE_5rib,kelp_five_rib,manual_update,1
