image_name,midpoint_row,midpoint_column,left_column,right_column,top_row,bottom_row,patch_size,label_code,label_name,machine_prediction,confidence
2024_10_08_11-45-09.jpg,631,1632,1520,1744,519,743,224,RE_leaf,red_algae_flat_leaf,RE_leaf,1
2024_10_08_11-45-09.jpg,3292,2558,2446,2670,3180,3404,224,RE_branch,red_algae_branching,manual_update,1
2024_10_08_11-45-09.jpg,946,1301,1189,1413,834,1058,224,RE_leaf,red_algae_flat_leaf,RE_leaf,0.999
2024_10_08_11-45-09.jpg,3426,2727,2615,2839,3314,3538,224,RE_bush,red_algae_bushy,manual_update,1
2024_10_08_11-45-09.jpg,775,4160,4048,4272,663,887,224,RE_bush,red_algae_bushy,RE_bush,0.998
2024_10_08_11-45-09.jpg,1767,3325,3213,3437,1655,1879,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-09.jpg,1354,325,213,437,1242,1466,224,RE_bush,red_algae_bushy,manual_update,1
2024_10_08_11-45-09.jpg,2419,599,487,711,2307,2531,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-09.jpg,3172,2708,2596,2820,3060,3284,224,RE_leaf,red_algae_flat_leaf,RE_leaf,1
2024_10_08_11-45-09.jpg,3422,501,389,613,3310,3534,224,GR_ulva,green_algae_ulva,GR_ulva,0.998
2024_10_08_11-45-09.jpg,1694,4223,4111,4335,1582,1806,224,KE_sugar,kelp_sugar,KE_sugar,0.962
2024_10_08_11-45-09.jpg,2927,157,45,269,2815,3039,224,RE_branch,red_algae_branching,RE_branch,1
2024_10_08_11-45-09.jpg,641,2111,1999,2223,529,753,224,RE_fil,red_algae_filamentous,manual_update,1
2024_10_08_11-45-09.jpg,3548,2998,2886,3110,3436,3660,224,RE_leaf,red_algae_flat_leaf,manual_update,1
2024_10_08_11-45-09.jpg,334,2928,2816,3040,222,446,224,GR_ulva,green_algae_ulva,GR_ulva,0.907
2024_10_08_11-45-09.jpg,314,284,172,396,202,426,224,RE_bush,red_algae_bushy,manual_update,1
2024_10_08_11-45-09.jpg,227,1513,1401,1625,115,339,224,KE_sugar,kelp_sugar,KE_sugar,0.999
2024_10_08_11-45-09.jpg,1473,2746,2634,2858,1361,1585,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-09.jpg,2115,1798,1686,1910,2003,2227,224,RE_fil,red_algae_filamentous,RE_fil,1
2024_10_08_11-45-09.jpg,112,3327,3215,3439,0,224,224,KE_sugar,kelp_sugar,KE_sugar,1
2024_10_08_11-45-09.jpg,511,3837,3725,3949,399,623,224,unknown,unknown_area,manual_update,1
2024_10_08_11-45-09.jpg,2302,1083,971,1195,2190,2414,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-09.jpg,1208,2723,2611,2835,1096,1320,224,KE_bull,kelp_bull_ blade,KE_bull,0.957
2024_10_08_11-45-09.jpg,3551,3354,3242,3466,3439,3663,224,KE_sugar,kelp_sugar,manual_update,1
2024_10_08_11-45-09.jpg,3373,1231,1119,1343,3261,3485,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-09.jpg,949,4411,4299,4523,837,1061,224,unknown,unknown_area,manual_update,1
2024_10_08_11-45-09.jpg,299,2654,2542,2766,187,411,224,RE_bush,red_algae_bushy,RE_bush,1
2024_10_08_11-45-09.jpg,1974,2392,2280,2504,1862,2086,224,GR_ulva,green_algae_ulva,GR_ulva,0.994
2024_10_08_11-45-09.jpg,3428,184,72,296,3316,3540,224,RE_branch,red_algae_branching,manual_update,1
2024_10_08_11-45-09.jpg,2360,3166,3054,3278,2248,2472,224,RE_bush,red_algae_bushy,manual_update,1
2024_10_08_11-45-09.jpg,664,2938,2826,3050,552,776,224,GR_ulva,green_algae_ulva,manual_update,1
2024_10_08_11-45-09.jpg,1675,2230,2118,2342,1563,1787,224,RE_fil,red_algae_filamentous,RE_fil,0.995
2024_10_08_11-45-09.jpg,1451,3024,2912,3136,1339,1563,224,GR_ulva,green_algae_ulva,GR_ulva,0.999
2024_10_08_11-45-09.jpg,215,2494,2382,2606,103,327,224,RE_bush,red_algae_bushy,RE_bush,1
2024_10_08_11-45-09.jpg,1784,2844,2732,2956,1672,1896,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-09.jpg,2968,1187,1075,1299,2856,3080,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-09.jpg,551,4272,4160,4384,439,663,224,RE_bush,red_algae_bushy,RE_bush,0.965
2024_10_08_11-45-09.jpg,3071,2176,2064,2288,2959,3183,224,KE_stipe,kelp_stipe,KE_stipe,0.973
2024_10_08_11-45-09.jpg,3820,403,291,515,3708,3932,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-09.jpg,3356,4225,4113,4337,3244,3468,224,SU_silt,silt,SU_silt,0.991
2024_10_08_11-45-09.jpg,168,3978,3866,4090,56,280,224,KE_5rib,kelp_five_rib,KE_5rib,0.924
2024_10_08_11-45-09.jpg,2513,2742,2630,2854,2401,2625,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-09.jpg,2884,849,737,961,2772,2996,224,GR_ulva,green_algae_ulva,GR_ulva,0.924
2024_10_08_11-45-09.jpg,1690,3191,3079,3303,1578,1802,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-09.jpg,1758,3829,3717,3941,1646,1870,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-09.jpg,3721,1526,1414,1638,3609,3833,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-09.jpg,1757,1694,1582,1806,1645,1869,224,RE_fil,red_algae_filamentous,RE_fil,1
2024_10_08_11-45-09.jpg,3298,2225,2113,2337,3186,3410,224,SU_bould,boulder,manual_update,1
2024_10_08_11-45-09.jpg,492,628,516,740,380,604,224,RE_leaf,red_algae_flat_leaf,RE_leaf,0.996
2024_10_08_11-45-09.jpg,3788,3270,3158,3382,3676,3900,224,SU_bould,boulder,SU_bould,0.973
2024_10_08_11-45-18.jpg,3204,2895,2783,3007,3092,3316,224,KE_sugar,kelp_sugar,KE_sugar,0.978
2024_10_08_11-45-18.jpg,2432,2437,2325,2549,2320,2544,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-18.jpg,2163,3387,3275,3499,2051,2275,224,SU_peb,pebble,SU_peb,1
2024_10_08_11-45-18.jpg,1827,2318,2206,2430,1715,1939,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-18.jpg,2952,1402,1290,1514,2840,3064,224,RE_leaf,red_algae_flat_leaf,manual_update,1
2024_10_08_11-45-18.jpg,1607,1107,995,1219,1495,1719,224,RE_fil,red_algae_filamentous,manual_update,1
2024_10_08_11-45-18.jpg,998,2590,2478,2702,886,1110,224,GR_ulva,green_algae_ulva,GR_ulva,0.998
2024_10_08_11-45-18.jpg,2099,1635,1523,1747,1987,2211,224,GR_ulva,green_algae_ulva,manual_update,1
2024_10_08_11-45-18.jpg,1412,1149,1037,1261,1300,1524,224,SU_bould,boulder,manual_update,1
2024_10_08_11-45-18.jpg,2335,4286,4174,4398,2223,2447,224,KE_sugar,kelp_sugar,manual_update,1
2024_10_08_11-45-18.jpg,1168,1023,911,1135,1056,1280,224,SU_bould,boulder,manual_update,1
2024_10_08_11-45-18.jpg,3617,325,213,437,3505,3729,224,SU_cob,cobble,SU_cob,0.907
2024_10_08_11-45-18.jpg,1531,3995,3883,4107,1419,1643,224,RE_branch,red_algae_branching,manual_update,1
2024_10_08_11-45-18.jpg,999,755,643,867,887,1111,224,RE_branch,red_algae_branching,manual_update,1
2024_10_08_11-45-18.jpg,1830,4370,4258,4482,1718,1942,224,KE_sugar,kelp_sugar,manual_update,1
2024_10_08_11-45-18.jpg,601,1519,1407,1631,489,713,224,RE_branch,red_algae_branching,RE_branch,0.947
2024_10_08_11-45-18.jpg,3461,4100,3988,4212,3349,3573,224,Review,Review,manual_update,1
2024_10_08_11-45-18.jpg,2832,2935,2823,3047,2720,2944,224,KE_sugar,kelp_sugar,KE_sugar,0.997
2024_10_08_11-45-18.jpg,2075,3875,3763,3987,1963,2187,224,RE_fil,red_algae_filamentous,RE_fil,1
2024_10_08_11-45-18.jpg,2970,2071,1959,2183,2858,3082,224,RE_fil,red_algae_filamentous,RE_fil,0.994
2024_10_08_11-45-18.jpg,2140,3104,2992,3216,2028,2252,224,SU_peb,pebble,SU_peb,0.997
2024_10_08_11-45-18.jpg,839,797,685,909,727,951,224,RE_branch,red_algae_branching,manual_update,1
2024_10_08_11-45-18.jpg,896,591,479,703,784,1008,224,RE_branch,red_algae_branching,manual_update,1
2024_10_08_11-45-18.jpg,1075,3078,2966,3190,963,1187,224,RE_leaf,red_algae_flat_leaf,RE_leaf,0.996
2024_10_08_11-45-18.jpg,444,4351,4239,4463,332,556,224,GR_ulva,green_algae_ulva,GR_ulva,0.979
2024_10_08_11-45-18.jpg,3443,1104,992,1216,3331,3555,224,SU_bould,boulder,SU_bould,0.972
2024_10_08_11-45-18.jpg,2464,1283,1171,1395,2352,2576,224,RE_fil,red_algae_filamentous,manual_update,1
2024_10_08_11-45-18.jpg,1475,1811,1699,1923,1363,1587,224,SU_cob,cobble,manual_update,1
2024_10_08_11-45-18.jpg,3551,1769,1657,1881,3439,3663,224,RE_fil,red_algae_filamentous,RE_fil,0.998
2024_10_08_11-45-18.jpg,2861,3957,3845,4069,2749,2973,224,BR_sarg,brown_algae_sargassum,manual_update,1
2024_10_08_11-45-18.jpg,1859,1500,1388,1612,1747,1971,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-18.jpg,3723,2243,2131,2355,3611,3835,224,SU_cob,cobble,manual_update,1
2024_10_08_11-45-18.jpg,2752,4318,4206,4430,2640,2864,224,RE_branch,red_algae_branching,manual_update,1
2024_10_08_11-45-18.jpg,2829,1556,1444,1668,2717,2941,224,RE_bush,red_algae_bushy,RE_bush,0.995
2024_10_08_11-45-18.jpg,352,2435,2323,2547,240,464,224,RE_branch,red_algae_branching,RE_branch,1
2024_10_08_11-45-18.jpg,2942,1581,1469,1693,2830,3054,224,SU_bould,boulder,manual_update,1
2024_10_08_11-45-18.jpg,1412,2598,2486,2710,1300,1524,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-18.jpg,1598,3426,3314,3538,1486,1710,224,SU_bould,boulder,manual_update,1
2024_10_08_11-45-18.jpg,3624,4170,4058,4282,3512,3736,224,unknown,unknown_area,manual_update,1
2024_10_08_11-45-18.jpg,517,596,484,708,405,629,224,RE_fil,red_algae_filamentous,RE_fil,0.93
2024_10_08_11-45-18.jpg,2239,3783,3671,3895,2127,2351,224,RE_fil,red_algae_filamentous,manual_update,1
2024_10_08_11-45-18.jpg,1383,2748,2636,2860,1271,1495,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-18.jpg,2412,738,626,850,2300,2524,224,SU_bould,boulder,manual_update,1
2024_10_08_11-45-18.jpg,1360,576,464,688,1248,1472,224,SU_bould,boulder,SU_bould,0.914
2024_10_08_11-45-18.jpg,2992,1287,1175,1399,2880,3104,224,RE_leaf,red_algae_flat_leaf,manual_update,1
2024_10_08_11-45-18.jpg,841,432,320,544,729,953,224,RE_leaf,red_algae_flat_leaf,manual_update,1
2024_10_08_11-45-18.jpg,3042,1038,926,1150,2930,3154,224,SU_cob,cobble,manual_update,1
2024_10_08_11-45-18.jpg,456,1864,1752,1976,344,568,224,GR_ulva,green_algae_ulva,manual_update,1
2024_10_08_11-45-18.jpg,147,307,195,419,35,259,224,SU_peb,pebble,manual_update,1
2024_10_08_11-45-18.jpg,267,4182,4070,4294,155,379,224,GR_ulva,green_algae_ulva,manual_update,1
2024_10_08_11-45-27.jpg,2676,2137,2025,2249,2564,2788,224,RE_leaf,red_algae_flat_leaf,manual_update,1
2024_10_08_11-45-27.jpg,1915,480,368,592,1803,2027,224,SU_bould,boulder,manual_update,1
2024_10_08_11-45-27.jpg,932,804,692,916,820,1044,224,SU_bould,boulder,manual_update,1
2024_10_08_11-45-27.jpg,2936,353,241,465,2824,3048,224,RE_fil,red_algae_filamentous,RE_fil,0.995
2024_10_08_11-45-27.jpg,3357,3433,3321,3545,3245,3469,224,SU_peb,pebble,SU_peb,0.999
2024_10_08_11-45-27.jpg,887,2556,2444,2668,775,999,224,SU_sand,sand_fine_shell,manual_update,1
2024_10_08_11-45-27.jpg,1765,1380,1268,1492,1653,1877,224,KE_sugar,kelp_sugar,manual_update,1
2024_10_08_11-45-27.jpg,2193,1160,1048,1272,2081,2305,224,KE_sugar,kelp_sugar,manual_update,1
2024_10_08_11-45-27.jpg,1545,1414,1302,1526,1433,1657,224,RE_branch,red_algae_branching,manual_update,1
2024_10_08_11-45-27.jpg,3638,3813,3701,3925,3526,3750,224,SU_peb,pebble,manual_update,1
2024_10_08_11-45-27.jpg,2491,373,261,485,2379,2603,224,KE_sugar,kelp_sugar,manual_update,1
2024_10_08_11-45-27.jpg,525,3467,3355,3579,413,637,224,SU_cob,cobble,manual_update,1
2024_10_08_11-45-27.jpg,699,1334,1222,1446,587,811,224,RE_branch,red_algae_branching,manual_update,1
2024_10_08_11-45-27.jpg,901,1317,1205,1429,789,1013,224,RE_leaf,red_algae_flat_leaf,RE_leaf,1
2024_10_08_11-45-27.jpg,859,3246,3134,3358,747,971,224,SU_cob,cobble,manual_update,1
2024_10_08_11-45-27.jpg,2510,1663,1551,1775,2398,2622,224,SU_peb,pebble,manual_update,1
2024_10_08_11-45-27.jpg,3302,798,686,910,3190,3414,224,KE_5rib,kelp_five_rib,manual_update,1
2024_10_08_11-45-27.jpg,2288,1023,911,1135,2176,2400,224,KE_sugar,kelp_sugar,KE_sugar,1
2024_10_08_11-45-27.jpg,500,1889,1777,2001,388,612,224,SU_bould,boulder,manual_update,1
2024_10_08_11-45-27.jpg,2506,584,472,696,2394,2618,224,RE_branch,red_algae_branching,RE_branch,1
2024_10_08_11-45-27.jpg,3559,2716,2604,2828,3447,3671,224,RE_leaf,red_algae_flat_leaf,manual_update,1
2024_10_08_11-45-27.jpg,1373,1803,1691,1915,1261,1485,224,GR_ulva,green_algae_ulva,manual_update,1
2024_10_08_11-45-27.jpg,3225,3987,3875,4099,3113,3337,224,SU_bould,boulder,SU_bould,0.982
2024_10_08_11-45-27.jpg,124,3836,3724,3948,12,236,224,KE_sugar,kelp_sugar,KE_sugar,0.993
2024_10_08_11-45-27.jpg,2256,3634,3522,3746,2144,2368,224,KE_sugar,kelp_sugar,KE_sugar,0.999
2024_10_08_11-45-27.jpg,3252,3566,3454,3678,3140,3364,224,SU_peb,pebble,SU_peb,0.948
2024_10_08_11-45-27.jpg,3027,2727,2615,2839,2915,3139,224,RE_CCA,red_algae_encrusting_CCA,RE_CCA,0.983
2024_10_08_11-45-27.jpg,1277,3487,3375,3599,1165,1389,224,SU_cob,cobble,manual_update,1
2024_10_08_11-45-27.jpg,598,4437,4325,4549,486,710,224,KE_sugar,kelp_sugar,KE_sugar,0.924
2024_10_08_11-45-27.jpg,2390,4351,4239,4463,2278,2502,224,unknown,unknown_area,manual_update,1
2024_10_08_11-45-27.jpg,2529,3002,2890,3114,2417,2641,224,RE_branch,red_algae_branching,RE_branch,0.915
2024_10_08_11-45-27.jpg,154,1459,1347,1571,42,266,224,KE_sugar,kelp_sugar,manual_update,1
2024_10_08_11-45-27.jpg,536,1630,1518,1742,424,648,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-27.jpg,3134,1407,1295,1519,3022,3246,224,KE_5rib,kelp_five_rib,manual_update,1
2024_10_08_11-45-27.jpg,2437,185,73,297,2325,2549,224,KE_sugar,kelp_sugar,manual_update,1
2024_10_08_11-45-27.jpg,832,4423,4311,4535,720,944,224,Review,Review,manual_update,1
2024_10_08_11-45-27.jpg,2695,1286,1174,1398,2583,2807,224,SU_peb,pebble,manual_update,1
2024_10_08_11-45-27.jpg,3035,4482,4370,4594,2923,3147,224,SU_cob,cobble,manual_update,1
2024_10_08_11-45-27.jpg,1430,3581,3469,3693,1318,1542,224,SU_peb,pebble,SU_peb,0.986
2024_10_08_11-45-27.jpg,760,3774,3662,3886,648,872,224,KE_sugar,kelp_sugar,KE_sugar,1
2024_10_08_11-45-27.jpg,3347,2877,2765,2989,3235,3459,224,SU_peb,pebble,SU_peb,1
2024_10_08_11-45-27.jpg,3814,1084,972,1196,3702,3926,224,KE_5rib,kelp_five_rib,KE_5rib,0.991
2024_10_08_11-45-27.jpg,1149,1528,1416,1640,1037,1261,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-27.jpg,947,2214,2102,2326,835,1059,224,RE_branch,red_algae_branching,manual_update,1
2024_10_08_11-45-27.jpg,1708,3364,3252,3476,1596,1820,224,KE_sugar,kelp_sugar,manual_update,1
2024_10_08_11-45-27.jpg,468,2442,2330,2554,356,580,224,RE_fil,red_algae_filamentous,manual_update,1
2024_10_08_11-45-27.jpg,2472,4155,4043,4267,2360,2584,224,GR_ulva,green_algae_ulva,GR_ulva,0.965
2024_10_08_11-45-27.jpg,3457,1965,1853,2077,3345,3569,224,SU_bould,boulder,manual_update,1
2024_10_08_11-45-27.jpg,3077,2421,2309,2533,2965,3189,224,RE_leaf,red_algae_flat_leaf,manual_update,1
2024_10_08_11-45-27.jpg,2094,1854,1742,1966,1982,2206,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-36.jpg,2890,2901,2789,3013,2778,3002,224,SU_peb,pebble,SU_peb,0.999
2024_10_08_11-45-36.jpg,2588,648,536,760,2476,2700,224,SU_peb,pebble,manual_update,1
2024_10_08_11-45-36.jpg,1430,2448,2336,2560,1318,1542,224,SU_peb,pebble,manual_update,1
2024_10_08_11-45-36.jpg,1207,2150,2038,2262,1095,1319,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-36.jpg,2398,3218,3106,3330,2286,2510,224,RE_leaf,red_algae_flat_leaf,RE_leaf,1
2024_10_08_11-45-36.jpg,396,2480,2368,2592,284,508,224,SU_peb,pebble,manual_update,1
2024_10_08_11-45-36.jpg,351,451,339,563,239,463,224,SU_peb,pebble,manual_update,1
2024_10_08_11-45-36.jpg,751,1441,1329,1553,639,863,224,RE_bush,red_algae_bushy,RE_bush,0.914
2024_10_08_11-45-36.jpg,2821,3653,3541,3765,2709,2933,224,SU_bould,boulder,manual_update,1
2024_10_08_11-45-36.jpg,1047,4389,4277,4501,935,1159,224,RE_fil,red_algae_filamentous,manual_update,1
2024_10_08_11-45-36.jpg,3171,4372,4260,4484,3059,3283,224,GR_ulva,green_algae_ulva,GR_ulva,0.99
2024_10_08_11-45-36.jpg,2600,1755,1643,1867,2488,2712,224,KE_stipe,kelp_stipe,KE_stipe,0.972
2024_10_08_11-45-36.jpg,1152,3413,3301,3525,1040,1264,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-36.jpg,3135,1760,1648,1872,3023,3247,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-36.jpg,1835,1044,932,1156,1723,1947,224,SU_sand,sand_fine_shell,manual_update,1
2024_10_08_11-45-36.jpg,3552,1490,1378,1602,3440,3664,224,Review,Review,manual_update,1
2024_10_08_11-45-36.jpg,3819,1654,1542,1766,3707,3931,224,KE_sugar,kelp_sugar,manual_update,1
2024_10_08_11-45-36.jpg,1664,1114,1002,1226,1552,1776,224,SU_peb,pebble,manual_update,1
2024_10_08_11-45-36.jpg,1246,1351,1239,1463,1134,1358,224,RE_branch,red_algae_branching,manual_update,1
2024_10_08_11-45-36.jpg,747,4058,3946,4170,635,859,224,SU_peb,pebble,SU_peb,1
2024_10_08_11-45-36.jpg,1039,2416,2304,2528,927,1151,224,BR_sarg,brown_algae_sargassum,manual_update,1
2024_10_08_11-45-36.jpg,3457,3496,3384,3608,3345,3569,224,KE_sugar,kelp_sugar,KE_sugar,0.999
2024_10_08_11-45-36.jpg,2714,2173,2061,2285,2602,2826,224,SU_bould,boulder,manual_update,1
2024_10_08_11-45-36.jpg,3895,848,736,960,3783,4007,224,SU_peb,pebble,SU_peb,0.999
2024_10_08_11-45-36.jpg,3441,935,823,1047,3329,3553,224,SU_cob,cobble,manual_update,1
2024_10_08_11-45-36.jpg,2725,1399,1287,1511,2613,2837,224,BR_sarg,brown_algae_sargassum,manual_update,1
2024_10_08_11-45-36.jpg,743,1237,1125,1349,631,855,224,RE_bush,red_algae_bushy,RE_bush,0.999
2024_10_08_11-45-36.jpg,3011,2910,2798,3022,2899,3123,224,SU_peb,pebble,SU_peb,1
2024_10_08_11-45-36.jpg,3502,587,475,699,3390,3614,224,SU_peb,pebble,manual_update,1
2024_10_08_11-45-36.jpg,1669,3607,3495,3719,1557,1781,224,SU_peb,pebble,manual_update,1
2024_10_08_11-45-36.jpg,452,1738,1626,1850,340,564,224,SU_peb,pebble,manual_update,1
2024_10_08_11-45-36.jpg,3833,3638,3526,3750,3721,3945,224,KE_sugar,kelp_sugar,manual_update,1
2024_10_08_11-45-36.jpg,781,3581,3469,3693,669,893,224,GR_ulva,green_algae_ulva,GR_ulva,1
2024_10_08_11-45-36.jpg,657,3080,2968,3192,545,769,224,RE_fil,red_algae_filamentous,manual_update,1
2024_10_08_11-45-36.jpg,3390,2013,1901,2125,3278,3502,224,SU_bould,boulder,manual_update,1
2024_10_08_11-45-36.jpg,795,4301,4189,4413,683,907,224,SU_peb,pebble,manual_update,1
2024_10_08_11-45-36.jpg,1785,1816,1704,1928,1673,1897,224,SU_peb,pebble,SU_peb,1
2024_10_08_11-45-36.jpg,666,4400,4288,4512,554,778,224,SU_peb,pebble,SU_peb,0.941
