location,img_name,key,site,transect,depth,depth_site_span,depth_transect_span,altitude,GPS_x,GPS_y,richness,Shannon,Simpson,Pielou,MDS1,MDS2,kelp_ratio,kelp_ratio_flipped,substrate_ratio,substrate_ratio_2,pebble_shell,hard_substrate_CCA,soft_sediment,shell_debris,cobble,pebble,hard_substrate,anthro_substrate,unknown,filamentous_brown,sargassum,sugar_kelp,green_algae,textured_kelp,other_brown_kelp,red_algae,coralline_algae,kelp_bryozoan,sessile_invert,mobile_invert,AN_large,AN_plumose,CL_siphon,CR_cancer,CR_kelp,CR_sharp,CU_burrow,CU_cali,fish_gunn,fish_sculp,GR_kelp,GR_lingcod,GR_painted,RF_brown,RF_copper,SP_stripe,SP_kelp,SP_pile,SP_shiner,SS_blood,SS_leather,SS_ochre
other,2022_10_06_13-50-40_208.jpg,1_1,1,1,6.00456,1.28016,1.09728,0.948555556,47.63030207,-122.3985503,6,0.622771991,0.258034026,0.347575666,-0.948992401,-0.511998478,80,0,1,4,3,0,2,3,4,0,0,0,1,0,0,79,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_272.jpg,1_1,1,1,5.9436,1.28016,1.09728,0.978,47.63030755,-122.3986472,6,0.950969503,0.435727788,0.530746185,-0.634380492,-0.654989165,7,0.1,1,3,2,0,4,2,0,0,0,0,1,0,0,34,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_264.jpg,1_1,1,1,5.91312,1.28016,1.09728,0.983555556,47.63030704,-122.3986411,7,1.283193381,0.633130194,0.659430951,-0.231649973,-0.534086105,1.7,0.6,1,7,6,0,2,6,3,0,0,0,4,0,0,49,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_408.jpg,1_1,1,1,5.69976,1.28016,1.09728,0.936222222,47.63032346,-122.3988476,9,1.111821314,0.474855406,0.506011686,-0.713599723,-0.402201525,73,0,1,3.5,13,3,6,10,1,3,3,0,4,0,0,72,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_40.jpg,1_1,1,1,6.4008,1.28016,1.09728,0.936666667,47.6302734,-122.3982933,7,1.057416846,0.4856,0.543404765,-0.679390027,-0.357744658,71,0,1,3.8,14,3,1,11,2,3,3,0,10,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_472.jpg,1_1,1,1,5.6388,1.28016,1.09728,1.047,47.63033169,-122.3989541,3,0.111902057,0.0394,0.101857642,-1.106366714,-0.640417352,99,0,1,2,1,0,1,1,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_424.jpg,1_1,1,1,5.42544,1.28016,1.09728,0.9181,47.63032538,-122.3988719,12,1.934766671,0.770472895,0.778607386,-0.347958979,-0.184456762,11.2,0.1,0.2,1,4,4,9,4,4,0,4,0,6,6,0,44,3,3,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
other,2022_10_06_13-50-40_448.jpg,1_1,1,1,5.60832,1.28016,1.09728,0.960888889,47.63032863,-122.3989148,5,0.375809977,0.1514,0.233503867,-0.981857091,-0.643199495,93,0,0.3,0.7,1,2,4,1,0,0,2,0,0,0,0,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_368.jpg,1_1,1,1,5.76072,1.28016,1.09728,1.012,47.63031929,-122.3987944,9,1.326162942,0.619331066,0.603562765,-0.767180104,-0.198003167,24.5,0,4,17,16,0,1,13,14,3,0,0,1,0,0,48,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_248.jpg,1_1,1,1,5.91312,1.28016,1.09728,0.9673,47.63030448,-122.3986124,4,0.487731946,0.227213542,0.35182423,-0.953732195,-0.50218091,85,0,1,8,7,0,1,7,4,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_160.jpg,1_1,1,1,6.00456,1.28016,1.09728,0.991333333,47.63029563,-122.3984757,7,0.753064129,0.324656393,0.386998408,-0.898600185,-0.437105664,81,0,2,9,8,0,3,7,5,1,0,0,0,0,0,80,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_480.jpg,1_1,1,1,5.6388,1.28016,1.09728,1.0624,47.63033309,-122.3989724,6,0.656244496,0.2862,0.366257027,-0.908130484,-0.456889131,85,0,1,9,8,0,2,8,2,0,0,0,0,0,0,84,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_112.jpg,1_1,1,1,6.03504,1.28016,1.09728,1.039111111,47.63028532,-122.398393,8,1.375420248,0.612856099,0.661437324,-0.663577225,-0.240778044,45,0,1,10,9,0,6,9,7,0,0,0,3,0,0,44,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
other,2022_10_06_13-50-40_256.jpg,1_1,1,1,5.9436,1.28016,1.09728,1.008777778,47.63030583,-122.3986279,5,0.519933525,0.222834405,0.323052863,-0.937665943,-0.532561192,88,0,1,7,6,0,0,6,2,0,0,0,2,0,0,87,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_64.jpg,1_1,1,1,6.33984,1.28016,1.09728,0.970777778,47.63027668,-122.3983229,7,1.186491292,0.5472,0.609735908,-0.543304338,-0.397139277,7.3,0.1,5,18,17,0,2,13,1,4,0,0,7,0,0,65,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_344.jpg,1_1,1,1,5.7912,1.28016,1.09728,0.929111111,47.63031651,-122.3987578,5,0.767203709,0.354019159,0.476690466,-0.873379035,-0.45142229,79,0,1,9,8,0,6,8,4,0,0,0,0,0,0,78,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_400.jpg,1_1,1,1,5.73024,1.28016,1.09728,0.978,47.63032278,-122.3988383,4,0.851409868,0.4614,0.614162397,-0.819129107,-0.476291509,71,0,1,4,3,0,0,3,0,0,0,0,21,0,0,70,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_376.jpg,1_1,1,1,5.73024,1.28016,1.09728,1.041666667,47.63031993,-122.3988029,7,1.09898415,0.511735461,0.564766133,-0.631805189,-0.447656469,8,0.1,2,15,14,0,0,13,5,1,0,0,0,0,0,63,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_144.jpg,1_1,1,1,6.18744,1.28016,1.09728,1.022777778,47.63029282,-122.3984527,8,1.000616918,0.431851852,0.481195022,-0.775260343,-0.366492185,68,0,2,8,7,0,7,6,4,1,0,0,0,0,0,67,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_216.jpg,1_1,1,1,5.97408,1.28016,1.09728,1.045222222,47.63030229,-122.3985628,6,0.608918348,0.254461871,0.339843801,-0.890223823,-0.471383675,75,0,1,6,5,0,2,5,2,0,0,0,0,0,0,74,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_232.jpg,1_1,1,1,6.06552,1.28016,1.09728,0.871,47.63030291,-122.3985889,6,1.066659685,0.510289105,0.595314105,-0.791918001,-0.272695202,61,0,3,18,17,0,5,15,4,2,0,0,0,0,0,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_96.jpg,1_1,1,1,6.2484,1.28016,1.09728,0.9608,47.63028217,-122.3983673,9,1.103469375,0.48117539,0.502210555,-0.609377227,-0.47979946,7.9,0.1,4,8,15,1,2,8,1,7,1,0,1,0,0,70,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_104.jpg,1_1,1,1,6.27888,1.28016,1.09728,0.933333333,47.63028363,-122.3983792,10,1.299789739,0.541824197,0.564491511,-0.785082481,-0.283236778,62,0,5,13,12,0,5,8,6,4,0,0,1,0,0,61,2,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_80.jpg,1_1,1,1,6.2484,1.28016,1.09728,1.013555556,47.63027941,-122.3983449,8,1.362400092,0.663681799,0.655175952,-0.746335893,-0.081864563,49,0,10,38,37,0,1,28,7,9,0,0,1,0,0,48,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_456.jpg,1_1,1,1,5.60832,1.28016,1.09728,1.055777778,47.63032966,-122.398927,4,0.167700537,0.0588,0.120970366,-1.078107963,-0.640847015,98,0,1,2,1,0,0,1,0,0,0,0,1,0,0,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_56.jpg,1_1,1,1,6.33984,1.28016,1.09728,0.973555556,47.63027512,-122.3983102,8,1.130383724,0.5092,0.543599664,-0.746853224,-0.298179176,69,0,5,20,19,0,4,15,4,4,0,0,3,0,0,68,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_384.jpg,1_1,1,1,5.69976,1.28016,1.09728,1.025111111,47.63032097,-122.3988154,9,1.177684061,0.5254,0.535987114,-0.559636041,-0.464467061,5.7,0.2,9,17,16,0,1,8,2,8,0,0,1,0,0,67,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_280.jpg,1_1,1,1,5.88264,1.28016,1.09728,0.9532,47.63030853,-122.3986584,5,0.902711265,0.465582535,0.560886045,-0.497539464,-0.655088751,3.4,0.3,1,5,4,0,0,4,2,0,0,0,0,1,0,47,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_288.jpg,1_1,1,1,6.00456,1.28016,1.09728,0.969111111,47.63030952,-122.3986698,8,0.670047162,0.270258035,0.322224573,-0.929129966,-0.47393787,81,0,3,9,8,0,1,6,1,2,0,0,1,0,0,80,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_360.jpg,1_1,1,1,5.82168,1.28016,1.09728,1.024555556,47.63031843,-122.3987833,9,1.442227862,0.672476234,0.656386187,-0.791900986,-0.121879663,49,0,8,21,20,0,1,13,19,7,0,0,1,0,0,48,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
other,2022_10_06_13-50-40_352.jpg,1_1,1,1,5.7912,1.28016,1.09728,1.018222222,47.63031752,-122.3987708,6,0.804105383,0.355648052,0.448779759,-0.912439508,-0.392438396,75,0,1,4,3,0,2,3,4,0,0,0,2,0,0,74,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_184.jpg,1_1,1,1,5.9436,1.28016,1.09728,1.002222222,47.63030051,-122.3985163,8,1.005587644,0.422145329,0.483585436,-0.769832006,-0.347287875,65,0,2,5,4,0,0,3,5,1,0,0,5,0,0,64,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_464.jpg,1_1,1,1,5.60832,1.28016,1.09728,1.129111111,47.63033068,-122.3989407,4,0.337619127,0.1498,0.24354072,-0.985543395,-0.569456693,93,0,1,7,6,0,1,6,0,0,0,0,1,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_8.jpg,1_1,1,1,6.46176,1.28016,1.09728,0.9858,47.63026891,-122.3982495,7,1.075181943,0.500441863,0.552534218,-0.72218626,-0.357601926,20.7,0,1,14,13,0,1,13,7,0,0,0,3,0,0,61,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_312.jpg,1_1,1,1,5.91312,1.28016,1.09728,0.969111111,47.63031317,-122.3987124,8,0.975584586,0.4334,0.469157015,-0.767847673,-0.386379083,75,0,2,14,13,0,3,12,3,1,0,0,5,0,0,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
other,2022_10_06_13-50-40_48.jpg,1_1,1,1,6.33984,1.28016,1.09728,1.003222222,47.63027427,-122.3983026,7,1.554078491,0.720461747,0.79863836,-0.562783232,-0.071968504,44,0,6,26,25,0,8,20,8,5,0,0,8,0,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_224.jpg,1_1,1,1,5.91312,1.28016,1.09728,1.068111111,47.63030245,-122.3985749,6,1.029572945,0.474274483,0.574615601,-0.832034055,-0.283577698,67,0,5,16,15,0,3,11,3,4,0,0,0,0,0,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_328.jpg,1_1,1,1,5.91312,1.28016,1.09728,0.969666667,47.6303148,-122.3987363,7,0.884177842,0.405672891,0.454377527,-0.807136351,-0.413865838,76,0,2,15,14,0,3,13,0,1,0,0,4,0,0,75,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_176.jpg,1_1,1,1,6.00456,1.28016,1.09728,1.036666667,47.6302991,-122.3985031,9,1.379571899,0.653454882,0.627870229,-0.53257721,-0.245876759,15.3,0.1,0.5,3,5,1,9,5,1,0,1,0,22,0,0,45,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_13-50-40_120.jpg,1_1,1,1,6.096,1.28016,1.09728,1.037222222,47.63028698,-122.3984065,5,0.913991127,0.441900798,0.567894617,-0.871228585,-0.316824433,69,0,4,15,14,0,0,11,8,3,0,0,0,0,0,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_80.jpg,1_2,1,2,6.18744,1.28016,1.0668,0.924222222,47.63037761,-122.3984581,7,1.041425621,0.491219008,0.5351869,-0.734664268,-0.290183938,62,0,2,12,11,0,1,10,1,1,0,0,10,0,0,61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_344.jpg,1_2,1,2,5.76072,1.28016,1.0668,0.957111111,47.63037634,-122.3988568,8,1.024932614,0.4388,0.4928884,-0.81855049,-0.296348098,75,0,9,15,14,0,0,6,3,8,0,0,1,0,0,74,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_120.jpg,1_2,1,2,6.15696,1.28016,1.0668,0.914444444,47.63037507,-122.3985218,8,0.853050547,0.37466915,0.410230598,-0.864954986,-0.404358988,80,0,2,3,2,0,1,1,9,1,0,0,7,0,0,79,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_296.jpg,1_2,1,2,5.73024,1.28016,1.0668,0.835333333,47.630376,-122.3987833,7,0.681439323,0.282775855,0.350190539,-0.888599665,-0.565017452,87,0,1,2,1,0,0,1,0,0,0,0,7,0,0,86,0,0,0,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_192.jpg,1_2,1,2,6.00456,1.28016,1.0668,0.959,47.63037755,-122.39863,7,1.156686918,0.573068339,0.59441949,-0.824064445,-0.242011539,60,0,2,22,21,0,0,20,0,1,0,0,3,0,0,59,11,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_248.jpg,1_2,1,2,5.85216,1.28016,1.0668,1.004222222,47.63037903,-122.3987139,8,1.098604958,0.4786,0.528317308,-0.736120029,-0.358203623,72,0,1,7,6,0,5,6,5,0,0,0,9,0,0,71,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_432.jpg,1_2,1,2,5.85216,1.28016,1.0668,0.986,47.63037714,-122.3989752,6,0.721073022,0.3308,0.402438516,-0.882135147,-0.510189708,82,0,0.3,0.7,1,2,0,1,0,0,2,0,1,0,0,81,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_288.jpg,1_2,1,2,5.82168,1.28016,1.0668,0.928555556,47.63037628,-122.3987678,9,0.967516329,0.43,0.440335658,-0.720840247,-0.683086434,75,0,0.1,0.1,0,14,1,0,0,0,14,0,0,0,0,74,1,0,0,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
other,2022_10_06_14-05-43_136.jpg,1_2,1,2,6.12648,1.28016,1.0668,0.973555556,47.63037585,-122.3985432,6,0.622192377,0.3076,0.347252177,-0.888432279,-0.519050189,41.5,0,1,15,14,0,1,14,0,0,0,0,1,0,0,82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_352.jpg,1_2,1,2,5.85216,1.28016,1.0668,0.949777778,47.63037634,-122.3988666,8,1.364485792,0.616509695,0.656178962,-0.604951727,-0.160320853,57,0,9,18,17,0,5,9,0,8,0,0,1,0,0,56,3,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_328.jpg,1_2,1,2,5.7912,1.28016,1.0668,0.963666667,47.63037634,-122.3988372,7,0.716157345,0.303719008,0.368032072,-0.866503076,-0.467122638,74,0,2,9,8,0,0,7,0,1,0,0,2,0,0,73,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_336.jpg,1_2,1,2,5.82168,1.28016,1.0668,0.978444444,47.63037634,-122.3988514,3,0.401345309,0.2134,0.365320244,-1.115840703,-0.50842779,89,0,1,2,1,0,0,1,0,0,0,0,0,0,0,88,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_176.jpg,1_2,1,2,6.03504,1.28016,1.0668,1.006222222,47.63037705,-122.3986021,9,1.217166191,0.577224973,0.553956206,-0.792956239,-0.244656257,56,0,3,23,22,0,0,20,8,2,0,0,1,0,0,55,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
other,2022_10_06_14-05-43_208.jpg,1_2,1,2,5.97408,1.28016,1.0668,0.975111111,47.63037783,-122.3986494,5,1.168151494,0.607625744,0.725813332,-0.884693348,-0.19252621,50,0,1,17,16,0,0,16,15,0,0,0,0,0,0,49,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_368.jpg,1_2,1,2,5.82168,1.28016,1.0668,0.9717,47.63037638,-122.3988874,4,0.640033382,0.3136,0.461686493,-0.979568483,-0.563868879,83,0,1,7,6,0,0,6,0,0,0,0,2,0,0,82,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_184.jpg,1_2,1,2,6.03504,1.28016,1.0668,0.964222222,47.63037724,-122.398615,6,0.761941348,0.362207938,0.425247563,-0.709586653,-0.596855003,8.8,0.1,1,11,10,0,1,10,0,0,0,0,0,0,0,78,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_72.jpg,1_2,1,2,6.18744,1.28016,1.0668,0.92675,47.63037823,-122.3984505,5,0.67291976,0.318262939,0.418108555,-0.834864582,-0.423027265,68,0,2,4,3,0,0,2,3,1,0,0,9,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_240.jpg,1_2,1,2,5.91312,1.28016,1.0668,0.922222222,47.63037881,-122.3987026,6,0.620067197,0.2832,0.346066092,-0.873951177,-0.506674347,85,0,2,5,4,0,0,3,0,1,0,0,10,0,0,84,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other,2022_10_06_14-05-43_312.jpg,1_2,1,2,5.60832,1.28016,1.0668,1.174777778,47.63037616,-122.3988057,6,0.648149818,0.289879217,0.361739301,-0.900992434,-0.45112068,83,0,2,11,10,0,1,9,0,1,0,0,2,0,0,82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
