"key","sum","original_data_pts","SU","site","transect","img_name","cup_SI","anem_SI","bivalve_SI","CaCuc_MS","crab_MS","CucEmb_SI","encru_SI","gastro_MS","HydBry_SI","KelpBry_SI","scallop_SI","SponSol_SI","SStar_MS","TunSol_SI","urchin_MS","shell_SU","SS_SU","bould_SU","cob_SU","concr_SU","lgshell_SU","peb_SU","reef_SU","wood_SU","anth_SU","fish_MS","glass_SU","metal_SU","poly_SU","UNIdent","X3rib_KE","X5rib_KE","art_CA","branch_RE","broad_KE","bullBL_KE","bullST_KE","bushy_RE","cabb_KE","coland_KE","cord_KE","crust_CA","DiRet_KE","feath_KE","filam_BR","filam_RE","FlatAci_BR","fucus_BR","giant_KE","holdfas_BR","LaEph_KE","LaLoSi_KE","leaf_RE","palm_KE","ribbn_KE","sargass_BR","senes_AL","senes_RE","split_KE","stalk_KE","strap_KE","StriAci_BR","sugar_KE","ulva_GR","undaria_BR","unk_BR","unk_RE","eel_SG","surf_SG"
"1_2",1,100,80,1,2,"2022_10_06_14-05-43_224.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.13,0,0,0.05,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.01,0,0,0,0,0
"1_2",1,100,95,1,2,"2022_10_06_14-05-43_328.jpg",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.07,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.07,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.73,0.01,0,0.03,0,0,0
"1_2",1,100,86,1,2,"2022_10_06_14-05-43_264.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.12,0,0.08,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.02,0,0,0,0,0
"1_2",1,100,93,1,2,"2022_10_06_14-05-43_32.jpg",0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.21,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.01,0,0,0,0,0
"1_2",1,100,97,1,2,"2022_10_06_14-05-43_344.jpg",0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.06,0,0,0.03,0,0,0.08,0,0,0,0,0,0,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.04,0,0,0,0,0
"1_2",1,100,82,1,2,"2022_10_06_14-05-43_24.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.04,0,0,0.04,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.01,0,0.17,0,0,0
"1_2",1,100,81,1,2,"2022_10_06_14-05-43_232.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0
"1_2",1,100,77,1,2,"2022_10_06_14-05-43_200.jpg",0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.15,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.11,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.02,0,0,0,0,0
"1_2",1,100,67,1,2,"2022_10_06_14-05-43_128.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0.01,0,0.11,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.01,0,0,0,0,0
"1_2",1,100,112,1,2,"2022_10_06_14-05-43_64.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0.13,0,0,0
"1_2",1,100,117,1,2,"2022_10_06_14-05-43_96.jpg",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.23,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0.05,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.01,0,0,0,0,0
"1_2",1,100,103,1,2,"2022_10_06_14-05-43_392.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.02,0,0,0,0,0
"1_2",1,100,75,1,2,"2022_10_06_14-05-43_184.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.01,0,0,0,0,0
"1_2",1,100,87,1,2,"2022_10_06_14-05-43_272.jpg",0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.15,0.06,0,0.04,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.6,0.03,0,0,0,0,0
"1_2",1,100,71,1,2,"2022_10_06_14-05-43_16.jpg",0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.11,0.03,0,0.06,0,0,0.01,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.16,0,0,0
