"Site ID","Transect ID","Name","Date","season","pass","pass_source","site","transect","depth","Transect_ID","Time","ochre_mottled_star","burrowing_sea_cucumber","cancer_crab","green_white_urchin","kelp_crab","leather_star","plumose_anemone","california_sea_cucumber","blood_star","large_anemone","clam_siphon","scallop","brown_rockfish","creeping_pedal_sea_cucumber","flat_fish","gunnel_fish","helmet_crab","kelp_perch","lingcod","other_large_sculpin","painted_greenling","pile_perch","sharpnose_crab","shiner_perch","striped_seaperch"
"Centennial","T2","2024_10_08_10-36-55.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",1,"deep","CNL_S24_T1","10:36:55",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-37-10.jpg",2024-10-08,"summer","return","matched","Centennial_Park",1,"deep","CNL_S24_T1","10:37:10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-37-19.jpg",2024-10-08,"summer","return","matched","Centennial_Park",1,"deep","CNL_S24_T1","10:37:19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-38-04.jpg",2024-10-08,"summer","return","matched","Centennial_Park",1,"deep","CNL_S24_T1","10:38:04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-38-13.jpg",2024-10-08,"summer","return","matched","Centennial_Park",1,"deep","CNL_S24_T1","10:38:13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-38-31.jpg",2024-10-08,"summer","return","matched","Centennial_Park",1,"deep","CNL_S24_T1","10:38:31",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-39-04.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",1,"deep","CNL_S24_T1","10:39:04",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-39-13.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",1,"deep","CNL_S24_T1","10:39:13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-39-46.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",1,"deep","CNL_S24_T1","10:39:46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Centennial","T2","2024_10_08_10-39-52.jpg",2024-10-08,"summer","return","matched","Centennial_Park",1,"deep","CNL_S24_T1","10:39:52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-15-05.jpg",2024-10-08,"summer","out","matched","Centennial_Park",2,"deep","CNL_S24_T2","10:15:05",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-15-29.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",2,"deep","CNL_S24_T2","10:15:29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-16-17.jpg",2024-10-08,"summer","out","matched","Centennial_Park",2,"deep","CNL_S24_T2","10:16:17",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-16-29.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",2,"deep","CNL_S24_T2","10:16:29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Centennial","T3","2024_10_08_10-16-38.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",2,"deep","CNL_S24_T2","10:16:38",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-16-47.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",2,"deep","CNL_S24_T2","10:16:47",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-16-56.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",2,"deep","CNL_S24_T2","10:16:56",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-17-08.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",2,"deep","CNL_S24_T2","10:17:08",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-17-18.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",2,"deep","CNL_S24_T2","10:17:18",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-19-24.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",2,"deep","CNL_S24_T2","10:19:24",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-19-36.jpg",2024-10-08,"summer","out","matched","Centennial_Park",2,"deep","CNL_S24_T2","10:19:36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-19-42.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",2,"deep","CNL_S24_T2","10:19:42",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-30-24.jpg",2024-10-08,"summer","out","matched","Centennial_Park",2,"deep","CNL_S24_T2","10:30:24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-30-45.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",2,"deep","CNL_S24_T2","10:30:45",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-31-24.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",2,"deep","CNL_S24_T2","10:31:24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-31-33.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",2,"deep","CNL_S24_T2","10:31:33",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-32-06.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",2,"deep","CNL_S24_T2","10:32:06",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-32-33.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",2,"deep","CNL_S24_T2","10:32:33",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-34-19.jpg",2024-10-08,"summer","return","matched","Centennial_Park",2,"deep","CNL_S24_T2","10:34:19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-35-01.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",2,"deep","CNL_S24_T2","10:35:01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-22-03.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:22:03",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-22-09.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:22:09",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-22-18.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:22:18",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-22-42.jpg",2024-10-08,"summer","out","matched","Centennial_Park",3,"deep","CNL_S24_T3","10:22:42",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T1","2024_10_08_10-22-51.jpg",2024-10-08,"summer","out","matched","Centennial_Park",3,"deep","CNL_S24_T3","10:22:51",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-23-00.jpg",2024-10-08,"summer","out","matched","Centennial_Park",3,"deep","CNL_S24_T3","10:23:00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T3","2024_10_08_10-23-06.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:23:06",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-23-15.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:23:15",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-23-24.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:23:24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-23-30.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:23:30",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-23-48.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:23:48",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-24-12.jpg",2024-10-08,"summer","out","matched","Centennial_Park",3,"deep","CNL_S24_T3","10:24:12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-24-21.jpg",2024-10-08,"summer","out","matched","Centennial_Park",3,"deep","CNL_S24_T3","10:24:21",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-24-27.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:24:27",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-24-42.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:24:42",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T2","2024_10_08_10-24-57.jpg",2024-10-08,"summer","out","matched","Centennial_Park",3,"deep","CNL_S24_T3","10:24:57",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T1","2024_10_08_10-25-06.jpg",2024-10-08,"summer","out","matched","Centennial_Park",3,"deep","CNL_S24_T3","10:25:06",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T1","2024_10_08_10-25-54.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:25:54",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T1","2024_10_08_10-26-51.jpg",2024-10-08,"summer","return","matched","Centennial_Park",3,"deep","CNL_S24_T3","10:26:51",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T1","2024_10_08_10-27-12.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:27:12",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T1","2024_10_08_10-27-33.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:27:33",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T1","2024_10_08_10-27-42.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:27:42",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T1","2024_10_08_10-28-00.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:28:00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T1","2024_10_08_10-28-24.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:28:24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T1","2024_10_08_10-28-39.jpg",2024-10-08,"summer","return","matched","Centennial_Park",3,"deep","CNL_S24_T3","10:28:39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T1","2024_10_08_10-28-48.jpg",2024-10-08,"summer","return","matched","Centennial_Park",3,"deep","CNL_S24_T3","10:28:48",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T1","2024_10_08_10-28-54.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:28:54",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T1","2024_10_08_10-29-27.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",3,"deep","CNL_S24_T3","10:29:27",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T4","2024_10_08_11-32-32.jpg",2024-10-08,"summer","out","matched","Centennial_Park",4,"shallow","CNL_S24_T4","11:32:32",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T4","2024_10_08_11-32-53.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","11:32:53",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T4","2024_10_08_11-33-26.jpg",2024-10-08,"summer","out","matched","Centennial_Park",4,"shallow","CNL_S24_T4","11:33:26",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T4","2024_10_08_11-33-41.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","11:33:41",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T4","2024_10_08_11-34-08.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","11:34:08",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T4","2024_10_08_11-34-26.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","11:34:26",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T4","2024_10_08_11-35-02.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","11:35:02",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T4","2024_10_08_11-35-11.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","11:35:11",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T4","2024_10_08_11-36-26.jpg",2024-10-08,"summer","out","matched","Centennial_Park",4,"shallow","CNL_S24_T4","11:36:26",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T5","2024_10_08_12-03-46.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","12:03:46",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T5","2024_10_08_12-03-58.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","12:03:58",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T5","2024_10_08_12-04-19.jpg",2024-10-08,"summer","return","matched","Centennial_Park",4,"shallow","CNL_S24_T4","12:04:19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T5","2024_10_08_12-04-28.jpg",2024-10-08,"summer","return","matched","Centennial_Park",4,"shallow","CNL_S24_T4","12:04:28",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T5","2024_10_08_12-04-37.jpg",2024-10-08,"summer","return","matched","Centennial_Park",4,"shallow","CNL_S24_T4","12:04:37",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T5","2024_10_08_12-04-46.jpg",2024-10-08,"summer","return","matched","Centennial_Park",4,"shallow","CNL_S24_T4","12:04:46",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T5","2024_10_08_12-04-52.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","12:04:52",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T5","2024_10_08_12-05-01.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","12:05:01",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T5","2024_10_08_12-05-07.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","12:05:07",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T5","2024_10_08_12-05-19.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","12:05:19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Centennial","T5","2024_10_08_12-05-25.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","12:05:25",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T5","2024_10_08_12-05-43.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","12:05:43",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T5","2024_10_08_12-05-52.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","12:05:52",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T5","2024_10_08_12-06-37.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","12:06:37",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T5","2024_10_08_12-07-01.jpg",2024-10-08,"summer","return","matched","Centennial_Park",4,"shallow","CNL_S24_T4","12:07:01",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T5","2024_10_08_12-07-22.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","12:07:22",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T5","2024_10_08_12-07-31.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","12:07:31",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T6","2024_10_08_12-07-40.jpg",2024-10-08,"summer","return","inferred_time","Centennial_Park",4,"shallow","CNL_S24_T4","12:07:40",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T6","2024_10_08_11-38-42.jpg",2024-10-08,"summer","out","matched","Centennial_Park",5,"shallow","CNL_S24_T5","11:38:42",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T6","2024_10_08_11-38-57.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",5,"shallow","CNL_S24_T5","11:38:57",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T6","2024_10_08_11-39-27.jpg",2024-10-08,"summer","out","matched","Centennial_Park",5,"shallow","CNL_S24_T5","11:39:27",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T6","2024_10_08_11-40-15.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",5,"shallow","CNL_S24_T5","11:40:15",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T6","2024_10_08_11-41-21.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",5,"shallow","CNL_S24_T5","11:41:21",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T6","2024_10_08_11-42-06.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",5,"shallow","CNL_S24_T5","11:42:06",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T6","2024_10_08_11-42-21.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",5,"shallow","CNL_S24_T5","11:42:21",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centennial","T6","2024_10_08_11-43-15.jpg",2024-10-08,"summer","out","inferred_time","Centennial_Park",5,"shallow","CNL_S24_T5","11:43:15",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
