Name,Path,Row,Column,Patch Size,Area,Perimeter,Annotation Type,Label,Long Label,Verified,Machine confidence 1,Machine suggestion 1,Machine confidence 2,Machine suggestion 2,Machine confidence 3,Machine suggestion 3,Machine confidence 4,Machine suggestion 4,Machine confidence 5,Machine suggestion 5,Units
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,2312,3474,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,1.000,GR_ulva,0.000,RE_leaf,0.000,KE_5rib,0.000,KE_sugar,0.000,SI,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,2037,3099,224,50176.0,896.0,Patch,SU_peb,pebble,True,0.999,GR_ulva,0.000,KE_stipe,0.000,MS,0.000,KE_bull,0.000,SU_bould,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,1024,2763,224,50176.0,896.0,Patch,BR_sarg,brown_algae_sargassum,True,0.639,BR_sarg,0.161,KE_holdfas,0.131,KE_stipe,0.049,SU_bould,0.006,RE_CCA,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,3190,2226,224,50176.0,896.0,Patch,SU_peb,pebble,True,0.847,SU_peb,0.068,SU_sand,0.060,SU_silt,0.021,SU_cob,0.002,BR_fucus,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,3370,3855,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,0.983,GR_ulva,0.014,unknown,0.002,KE_5rib,0.000,RE_fil,0.000,KE_sieve,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,3507,2370,224,50176.0,896.0,Patch,SU_peb,pebble,True,1.000,GR_ulva,0.000,SU_peb,0.000,KE_bull,0.000,SU_shell,0.000,KE_stipe,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,2288,3742,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,1.000,GR_ulva,0.000,KE_5rib,0.000,unknown,0.000,KE_sieve,0.000,MS,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,3106,688,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,1.000,GR_ulva,0.000,unknown,0.000,MS,0.000,RE_leaf,0.000,KE_sieve,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,1698,3951,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,1.000,GR_ulva,0.000,KE_stipe,0.000,KE_sieve,0.000,SU_bould,0.000,KE_bull,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,1915,3373,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,0.999,GR_ulva,0.001,SU_peb,0.000,KE_bull,0.000,BR_sarg,0.000,SU_bould,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,642,3031,224,50176.0,896.0,Patch,BR_sarg,brown_algae_sargassum,True,0.989,BR_sarg,0.010,SU_bould,0.001,KE_stipe,0.000,RE_CCA,0.000,KE_sugar,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,302,2829,224,50176.0,896.0,Patch,RE_bush,red_algae_bushy,True,0.426,RE_bush,0.277,BR_fucus,0.163,SU_peb,0.052,KE_stipe,0.032,GR_ulva,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,2242,467,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,1.000,GR_ulva,0.000,KE_5rib,0.000,MS,0.000,RE_leaf,0.000,KE_bull,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,2569,1968,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,0.542,GR_ulva,0.200,RE_bush,0.141,BR_sarg,0.049,KE_stipe,0.044,RE_fil,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,3264,3593,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,0.995,GR_ulva,0.005,SU_bould,0.000,KE_sieve,0.000,KE_stipe,0.000,KE_bull,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,304,1416,224,50176.0,896.0,Patch,BR_filam,brown_algae_filamentous,True,0.336,KE_sugar,0.327,SU_cob,0.181,SU_peb,0.137,MS,0.011,KE_5rib,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,3787,3181,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,0.998,GR_ulva,0.002,KE_sieve,0.000,RE_fil,0.000,SU_bould,0.000,unknown,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,1203,726,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,0.970,GR_ulva,0.012,SU_cob,0.010,SU_peb,0.002,MS,0.002,SU_bould,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,3884,257,224,50176.0,896.0,Patch,SU_cob,cobble,True,0.393,KE_stipe,0.285,SU_silt,0.225,SU_bould,0.077,SU_cob,0.007,RE_bush,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,2849,3902,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,1.000,GR_ulva,0.000,KE_sieve,0.000,KE_stipe,0.000,unknown,0.000,KE_5rib,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,2915,2781,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,0.999,GR_ulva,0.001,SU_bould,0.000,KE_stipe,0.000,KE_sieve,0.000,KE_bull,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,712,1065,224,50176.0,896.0,Patch,SU_peb,pebble,True,1.000,SU_peb,0.000,GR_ulva,0.000,SU_cob,0.000,KE_stipe,0.000,KE_bull,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,1448,4199,224,50176.0,896.0,Patch,RE_fil,red_algae_filamentous,True,0.970,GR_ulva,0.016,RE_fil,0.007,KE_5rib,0.002,KE_sieve,0.002,KE_stipe,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,1784,807,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,1.000,GR_ulva,0.000,KE_5rib,0.000,RE_leaf,0.000,KE_bull,0.000,SI,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,1536,1528,224,50176.0,896.0,Patch,RE_leaf,red_algae_flat_leaf,True,0.998,RE_leaf,0.002,RE_branch,0.000,RE_fil,0.000,BR_sarg,0.000,KE_5rib,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,1183,2479,224,50176.0,896.0,Patch,BR_filam,brown_algae_filamentous,True,0.667,RE_CCA,0.293,KE_stipe,0.023,BR_sarg,0.012,MS,0.002,SU_bould,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,823,149,224,50176.0,896.0,Patch,SU_silt,silt,True,1.000,SU_silt,0.000,SU_shell,0.000,MS,0.000,SU_sand,0.000,RE_bush,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,3056,268,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,0.999,GR_ulva,0.001,unknown,0.000,RE_leaf,0.000,KE_5rib,0.000,KE_stipe,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,1232,2821,224,50176.0,896.0,Patch,BR_filam,brown_algae_filamentous,True,0.969,RE_fil,0.014,RE_CCA,0.009,BR_sarg,0.006,SU_bould,0.002,RE_branch,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,416,968,224,50176.0,896.0,Patch,BR_filam,brown_algae_filamentous,True,0.386,SU_cob,0.299,SU_silt,0.122,KE_5rib,0.084,KE_sugar,0.052,SU_peb,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,1702,1700,224,50176.0,896.0,Patch,RE_leaf,red_algae_flat_leaf,True,1.000,RE_leaf,0.000,RE_branch,0.000,MS,0.000,KE_5rib,0.000,RE_fil,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,1420,1997,224,50176.0,896.0,Patch,RE_leaf,red_algae_flat_leaf,True,1.000,RE_leaf,0.000,KE_5rib,0.000,GR_ulva,0.000,KE_sugar,0.000,KE_bull,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,523,4303,224,50176.0,896.0,Patch,SU_silt,silt,True,1.000,SU_silt,0.000,MS,0.000,SU_shell,0.000,SU_cob,0.000,SU_peb,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,2113,2974,224,50176.0,896.0,Patch,SU_silt,silt,True,0.994,GR_ulva,0.002,SU_peb,0.001,SU_bould,0.001,SU_cob,0.000,SU_silt,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,3036,2611,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,0.987,GR_ulva,0.008,SU_peb,0.003,MS,0.001,KE_bull,0.001,KE_stipe,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,3347,4144,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,0.638,GR_ulva,0.349,unknown,0.012,KE_sieve,0.000,RE_fil,0.000,KE_stipe,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,3828,2141,224,50176.0,896.0,Patch,SU_silt,silt,True,0.851,SU_peb,0.052,SU_silt,0.046,SU_cob,0.011,SU_shell,0.010,KE_stipe,
2024_10_08_11-32-32.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-32.jpg,918,1870,224,50176.0,896.0,Patch,SU_peb,pebble,True,0.511,SU_peb,0.321,SU_cob,0.140,SU_sand,0.010,SU_shell,0.008,MS,
2024_10_08_11-32-41.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-41.jpg,411,1248,224,50176.0,896.0,Patch,KE_sugar,kelp_sugar,True,0.696,SU_silt,0.142,MS,0.060,SU_cob,0.057,KE_sugar,0.035,GR_ulva,
2024_10_08_11-32-41.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-41.jpg,2742,3661,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,0.985,GR_ulva,0.012,SU_peb,0.001,KE_stipe,0.001,SU_bould,0.000,SU_cob,
2024_10_08_11-32-41.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-41.jpg,688,2413,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,1.000,GR_ulva,0.000,KE_bull,0.000,KE_sieve,0.000,KE_stipe,0.000,BR_sarg,
2024_10_08_11-32-41.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-41.jpg,362,2753,224,50176.0,896.0,Patch,BR_sarg,brown_algae_sargassum,True,0.698,BR_sarg,0.255,BR_fucus,0.031,KE_holdfas,0.014,KE_stipe,0.001,RE_bush,
2024_10_08_11-32-41.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-41.jpg,2782,645,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,0.986,GR_ulva,0.013,BR_sarg,0.000,KE_5rib,0.000,unknown,0.000,BR_fucus,
2024_10_08_11-32-41.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-41.jpg,462,3154,224,50176.0,896.0,Patch,BR_sarg,brown_algae_sargassum,True,0.993,BR_sarg,0.007,SU_bould,0.000,SU_cob,0.000,RE_CCA,0.000,RE_fil,
2024_10_08_11-32-41.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-41.jpg,2745,1915,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,1.000,GR_ulva,0.000,SU_peb,0.000,KE_stipe,0.000,SU_cob,0.000,BR_sarg,
2024_10_08_11-32-41.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-41.jpg,3235,2888,224,50176.0,896.0,Patch,SU_peb,pebble,True,0.645,SU_peb,0.297,SU_shell,0.023,KE_stipe,0.013,SU_cob,0.011,GR_ulva,
2024_10_08_11-32-41.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-41.jpg,1988,420,224,50176.0,896.0,Patch,RE_fil,red_algae_filamentous,True,0.996,KE_5rib,0.002,KE_stipe,0.001,RE_bush,0.001,MS,0.000,RE_fil,
2024_10_08_11-32-41.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-41.jpg,896,2982,224,50176.0,896.0,Patch,BR_sarg,brown_algae_sargassum,True,0.863,BR_sarg,0.061,RE_CCA,0.043,MS,0.019,KE_stipe,0.006,RE_fil,
2024_10_08_11-32-41.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-41.jpg,2346,2698,224,50176.0,896.0,Patch,BR_filam,brown_algae_filamentous,True,0.953,KE_stipe,0.021,BR_fucus,0.010,SU_shell,0.008,SI,0.003,RE_bush,
2024_10_08_11-32-41.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-41.jpg,1470,220,224,50176.0,896.0,Patch,GR_ulva,green_algae_ulva,True,0.446,SU_peb,0.367,GR_ulva,0.107,SU_cob,0.078,SU_silt,0.002,SU_bould,
2024_10_08_11-32-41.jpg,C:/Users/williamsm/Seattle Aquarium Dropbox/Coastal_Climate_Resilience/flights/HSIL/2024/2024_10_08_diver-ROV_Centennial_Park/downward/photos/transects/T4_shallow/testing/2024_10_08_11-32-41.jpg,2630,2654,224,50176.0,896.0,Patch,BR_sarg,brown_algae_sargassum,True,0.513,KE_stipe,0.452,RE_fil,0.014,RE_CCA,0.007,SU_bould,0.004,BR_fucus,
